_r ( arcsec ),_RAJ2000 ( "h:m:s" ),_DEJ2000 ( "d:m:s" ),RAJ2000 ( deg ),DEJ2000 ( deg ),2MASS,Jmag ( mag ),e_Jmag ( mag ),Hmag ( mag ),e_Hmag ( mag ),Kmag ( mag ),e_Kmag ( mag ),Qflg,Rflg,Bflg,Cflg,Xflg,Aflg
198.108,17 54 04.80936,-34 45 54.5076,268.520039,-34.765141,17540480-3445545,14.9,0.041,14.132,0.067,13.506,,CCU,226,220,cc0,0,0
198.197,17 54 02.72184,-34 45 20.2680,268.511341,-34.75563,17540272-3445202,13.687,0.04,13.395,0.066,13.297,0.051,AAA,222,111,0cc,0,0
198.246,17 53 58.06512,-34 50 34.1340,268.491938,-34.842815,17535806-3450341,10.647,0.026,9.594,0.027,9.138,0.021,AAA,222,111,000,0,0
198.408,17 54 01.43880,-34 45 04.9284,268.505995,-34.751369,17540143-3445049,14.737,0.088,14.036,0.068,13.838,0.07,BCC,222,111,000,0,0
198.54,17 54 05.64384,-34 48 58.9932,268.523516,-34.816387,17540564-3448589,13.511,0.066,12.79,0.086,12.609,0.065,AAA,222,111,000,0,0
198.829,17 53 34.97136,-34 47 12.6456,268.395714,-34.786846,17533497-3447126,14.601,0.056,13.76,0.022,13.599,0.047,BBB,222,111,ccc,0,0
198.851,17 53 45.30024,-34 44 29.9652,268.438751,-34.741657,17534530-3444299,9.411,0.024,8.247,0.053,7.663,0.021,AAA,211,111,000,0,0
199.255,17 53 48.71856,-34 50 53.2644,268.452994,-34.848129,17534871-3450532,13.835,0.065,13.08,0.077,12.781,0.059,EEE,222,111,ccc,0,0
199.297,17 54 06.91200,-34 48 12.1248,268.5288,-34.803368,17540691-3448121,13.974,0.05,13.243,0.06,13.155,0.052,AAA,222,111,000,0,0
199.307,17 54 06.81216,-34 46 53.8176,268.528384,-34.781616,17540681-3446538,14.551,0.039,13.95,0.027,13.731,0.048,BCB,222,111,000,0,0
199.427,17 53 48.64800,-34 44 18.6900,268.4527,-34.738525,17534864-3444186,14.051,0.041,13.358,0.047,13.198,0.042,AAA,222,111,cc0,0,0
