Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Flags,Image
1,283.700354,-30.612954,283.700286,-30.612869,346,13,346.210,13.305,1,+1362.28,1.0000,+42.5906,D.N.,+12.0559,+0.0339,0,F,435.199402,434.489653,435.281501,435.121704,435.283497,0.000000,1.319839,0.901144,5,10,10,0,15,20,315.84,0.00,415,3.33,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
2,283.742313,-30.612395,283.742312,-30.612396,216,15,216.003,14.995,1,+808.367,1.0000,+38.9182,D.N.,+12.6226,+0.0523,0,F,434.873550,435.336129,434.887821,435.097504,434.889277,0.000000,1.126370,1.149388,5,10,10,0,15,20,315.84,0.00,456,4.34,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
3,283.742312,-30.609895,283.742290,-30.612396,216,24,216.070,14.996,1,+796.695,1.0000,+38.7679,D.N.,+12.6384,+0.0528,0,F,434.873550,435.336129,434.887821,435.134460,434.889277,0.000000,1.126370,1.149388,5,10,10,0,15,20,315.84,0.00,456,12.65,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
4,283.805251,-30.612365,283.805068,-30.612656,21,15,21.568,13.953,1,+354.155,1.0000,+32.0132,D.N.,+13.5186,+0.0981,0,F,435.154068,434.971915,435.378440,434.951782,435.381189,0.000000,1.549401,1.072974,5,10,10,0,15,20,315.84,0.00,374,3.17,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
5,283.713587,-30.612399,283.713639,-30.612326,305,15,304.841,15.262,1,+226.772,1.0000,+24.7135,D.N.,+14.0026,+0.1183,0,F,434.957657,434.952509,435.017229,435.143433,435.018092,0.000000,0.867454,0.845972,5,10,10,0,15,20,315.84,0.00,452,2.94,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
6,283.689703,-30.611841,283.689644,-30.611911,379,17,379.183,16.747,1,+502.499,1.0000,+31.1574,D.N.,+13.1388,+0.0673,0,F,435.264526,435.595328,435.241170,435.147705,435.242204,0.000000,0.949421,0.955441,5,10,10,0,15,20,315.84,0.00,506,2.99,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
7,283.808155,-30.611807,283.808004,-30.611731,12,17,12.468,17.275,1,+335.878,1.0000,+29.2906,D.N.,+13.5761,+0.0947,0,F,435.013870,434.986905,435.111726,434.947021,435.112974,0.000000,1.044040,0.966853,5,10,10,0,15,20,284.68,0.00,296,3.15,2,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
8,283.730048,-30.611564,283.730073,-30.611486,254,18,253.921,18.279,1,+191.001,1.0000,+29.5475,D.N.,+14.1890,+0.1680,0,F,435.168427,434.519226,435.322800,435.190613,435.324919,0.000000,1.359527,1.156109,5,10,10,0,15,20,315.84,0.00,513,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
9,283.704550,-30.611009,283.704435,-30.611036,333,20,333.356,19.904,1,+760.513,1.0000,+36.3024,D.N.,+12.6888,+0.0518,0,F,435.230606,434.925694,435.681852,435.134674,435.688763,0.000000,2.456123,1.058746,5,10,10,0,15,20,315.84,0.00,550,2.98,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
10,283.790725,-30.610430,283.790689,-30.610465,66,22,66.112,21.873,1,+226.477,1.0000,+29.8108,D.N.,+14.0040,+0.1429,0,F,435.378876,434.704068,435.498682,435.051361,435.500440,0.000000,1.238499,1.155195,5,10,10,0,15,20,315.84,0.00,553,3.56,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
11,283.698418,-30.610453,283.698318,-30.610287,352,22,352.308,22.601,1,+467.427,1.0000,+38.8169,D.N.,+13.2173,+0.0902,0,F,435.570694,435.542056,436.225170,435.158081,436.233753,0.000000,2.739011,1.444824,5,10,10,0,15,20,315.84,0.00,548,15.66,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
12,283.672920,-30.610171,283.673172,-30.610074,431,23,430.219,23.347,1,+1321.44,1.0000,+42.8421,D.N.,+12.0890,+0.0352,0,F,435.237640,435.013431,435.312855,435.021088,435.314149,0.000000,1.062282,1.017426,5,10,10,0,15,20,315.84,0.00,552,15.54,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
13,283.744894,-30.609894,283.744541,-30.609855,208,24,209.094,24.142,1,+388.108,1.0000,+30.0767,D.N.,+13.4192,+0.0841,0,F,434.977295,435.360191,434.979673,435.122253,434.980888,0.000000,1.028920,1.021221,5,10,10,0,15,20,315.84,0.00,556,2.76,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
14,283.735211,-30.609619,283.735031,-30.609768,238,25,238.559,24.464,1,+150.455,1.0000,+24.5573,D.N.,+14.4481,+0.1772,0,F,435.325500,434.975177,435.370459,435.169922,435.371915,0.000000,1.126947,0.953453,5,10,10,0,15,20,315.84,0.00,548,2.98,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
15,283.669693,-30.609336,283.669786,-30.609140,441,26,440.713,26.708,1,+3679.16,1.0000,+65.5677,D.N.,+10.9772,+0.0193,0,F,435.359436,435.256628,435.529783,434.976837,435.531784,0.000000,1.321525,1.116638,5,10,10,0,15,20,315.84,0.00,550,3.35,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
16,283.723270,-30.609620,283.722892,-30.608915,275,25,276.170,27.540,1,+180.602,1.0000,+27.2613,D.N.,+14.2498,+0.1639,0,F,435.215729,434.684388,435.475401,435.176666,435.477786,0.000000,1.442569,1.064756,5,10,10,0,15,20,315.84,0.00,553,3.25,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
17,283.722624,-30.608509,283.722900,-30.608913,277,29,276.145,27.548,1,+181.388,1.0000,+27.2757,D.N.,+14.2451,+0.1633,0,F,435.215729,434.684388,435.475401,435.174316,435.477786,0.000000,1.442569,1.064756,5,10,10,0,15,20,315.84,0.00,553,14.99,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
18,283.777814,-30.608493,283.777888,-30.608299,106,29,105.771,29.697,1,+357.976,1.0000,+30.0302,D.N.,+13.5070,+0.0911,0,F,435.318909,434.937675,435.400372,435.125793,435.401774,0.000000,1.105827,1.046182,5,10,10,0,15,20,315.84,0.00,551,3.36,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
19,283.731015,-30.607953,283.730932,-30.608041,251,31,251.258,30.682,1,+53.6955,1.0000,+26.4766,D.N.,+15.5668,+0.5353,0,F,435.026001,434.938867,435.152587,435.192108,435.154507,0.000000,1.293861,1.140625,5,10,10,0,15,20,315.84,0.00,549,15.51,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
20,283.702936,-30.607120,283.702761,-30.607132,338,34,338.543,33.958,1,+157.011,1.0000,+30.3784,D.N.,+14.4018,+0.2101,0,F,435.235229,435.096208,435.685166,435.169922,435.692264,0.000000,2.489227,1.240247,5,10,10,0,15,20,315.84,0.00,548,3.49,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
21,283.720042,-30.605732,283.720128,-30.605609,285,39,284.732,39.442,1,+493.620,1.0000,+33.2014,D.N.,+13.1581,+0.0730,0,F,434.954361,435.269919,435.124845,435.164856,435.126823,0.000000,1.313116,1.105720,5,10,10,0,15,20,315.84,0.00,548,3.53,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
22,283.793948,-30.605428,283.794031,-30.605384,56,40,55.744,40.158,1,+49.6848,1.0000,+22.9747,D.N.,+15.6510,+0.5020,0,F,435.231384,435.364270,435.249533,435.151398,435.250764,0.000000,1.036083,0.981619,5,10,10,0,15,20,315.84,0.00,553,3.84,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
23,283.667113,-30.605447,283.666795,-30.605311,449,40,449.985,40.487,1,+379.673,1.0000,+34.1264,D.N.,+13.4431,+0.0976,0,F,435.276917,434.253393,436.433081,434.897552,436.482751,0.000000,6.590684,1.255197,5,10,10,0,15,20,315.84,0.00,547,17.16,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
24,283.657431,-30.604887,283.658835,-30.603249,479,42,474.653,47.902,1,+1740.16,1.0000,+46.7429,D.N.,+11.7901,+0.0292,0,F,435.101898,434.348214,435.140746,434.794861,435.141837,0.000000,0.975154,0.945770,5,10,10,0,15,20,315.84,0.00,550,3.62,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
25,283.659046,-30.603221,283.658806,-30.603249,474,48,474.741,47.899,1,+1737.57,1.0000,+46.7153,D.N.,+11.7917,+0.0292,0,F,435.101898,434.348214,435.140746,434.811554,435.141837,0.000000,0.975154,0.945770,5,10,10,0,15,20,315.84,0.00,550,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
26,283.709714,-30.603232,283.709674,-30.603201,317,48,317.123,48.112,1,+712.151,1.0000,+35.0041,D.N.,+12.7602,+0.0534,0,F,435.137543,434.572705,435.143079,435.127197,435.144229,0.000000,1.001207,1.017557,5,10,10,0,15,20,315.84,0.00,555,13.90,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
27,283.688091,-30.602396,283.688051,-30.602537,384,51,384.126,50.492,1,+220.187,1.0000,+34.1172,D.N.,+14.0346,+0.1682,0,F,435.623871,435.523513,435.885717,435.439667,435.888758,0.000000,1.629535,1.379108,5,10,10,0,15,20,315.84,0.00,553,3.40,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
28,283.668082,-30.602947,283.668558,-30.602727,446,49,444.525,49.793,1,+250.215,1.0000,+29.2088,D.N.,+13.8958,+0.1267,0,F,435.252686,434.870779,435.410380,434.895752,435.412554,0.000000,1.377099,1.099732,5,10,10,0,15,20,315.84,0.00,546,15.34,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
29,283.694869,-30.602675,283.695187,-30.600823,363,50,362.015,56.668,1,+3083.19,1.0000,+72.5096,D.N.,+11.1691,+0.0255,0,F,435.990509,435.861605,440.839427,435.328217,441.600369,0.000000,25.936583,2.091931,5,10,10,0,15,20,315.84,0.00,551,16.33,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
30,283.695514,-30.600731,283.695159,-30.600824,361,57,362.100,56.663,1,+3073.12,1.0000,+72.4401,D.N.,+11.1727,+0.0256,0,F,435.990509,435.861605,440.839427,435.356110,441.600369,0.000000,25.936583,2.091931,5,10,10,0,15,20,315.84,0.00,551,15.80,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
31,283.675182,-30.602394,283.676222,-30.600434,424,51,420.781,58.057,1,+1032.99,1.0000,+37.6259,D.N.,+12.3564,+0.0395,0,F,435.083267,434.660750,435.066116,435.090485,435.066995,0.000000,0.875161,0.879648,5,10,10,0,15,20,315.84,0.00,558,3.72,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
32,283.785555,-30.601822,283.785332,-30.601869,82,53,82.689,52.832,1,+417.016,1.0000,+28.5601,D.N.,+13.3412,+0.0744,0,F,435.232590,435.665432,435.223339,435.277466,435.224290,0.000000,0.910683,0.895432,5,10,10,0,15,20,315.84,0.00,550,3.15,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
33,283.709714,-30.601287,283.707626,-30.600813,317,55,323.472,56.706,1,+1326.42,1.0000,+44.0358,D.N.,+12.0849,+0.0360,0,F,435.166809,434.599535,435.258436,435.126587,435.260073,0.000000,1.194631,1.109738,5,10,10,0,15,20,315.84,0.00,549,7.65,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
34,283.707778,-30.600732,283.707607,-30.600815,323,57,323.528,56.701,1,+1313.53,1.0000,+44.3213,D.N.,+12.0955,+0.0366,0,F,435.243500,435.468936,435.382928,435.133423,435.385029,0.000000,1.353780,1.143357,5,10,10,0,15,20,315.84,0.00,548,3.11,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
35,283.701323,-30.601009,283.701329,-30.600818,343,56,342.983,56.688,1,+310.815,1.0000,+33.0336,D.N.,+13.6603,+0.1154,0,F,435.389923,435.514113,436.867723,435.247711,436.914695,0.000000,6.412387,1.250309,5,10,10,0,15,20,315.84,0.00,544,3.96,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
36,283.676474,-30.600449,283.676235,-30.600431,420,58,420.739,58.067,1,+1016.43,1.0000,+37.4053,D.N.,+12.3739,+0.0400,0,F,435.083267,434.660750,435.066116,435.142426,435.066995,0.000000,0.875161,0.879648,5,10,10,0,15,20,315.84,0.00,558,3.10,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
37,283.675184,-30.599060,283.676242,-30.600434,424,63,420.720,58.056,1,+1027.32,1.0000,+37.5506,D.N.,+12.3623,+0.0397,0,F,435.083267,434.660750,435.066116,435.108429,435.066995,0.000000,0.875161,0.879648,5,10,10,0,15,20,315.84,0.00,558,3.26,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
38,283.693256,-30.597119,283.693432,-30.596995,368,70,367.456,70.450,1,+30306.4,1.0000,+175.830,D.N.,+8.6878,+0.0063,0,F,435.401672,435.349565,435.929060,435.422150,435.939782,0.000000,3.060220,1.107843,5,10,10,0,15,20,315.84,0.00,551,3.29,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
39,283.804269,-30.597643,283.804052,-30.597600,24,68,24.670,68.157,1,+3904.01,1.0000,+68.0883,D.N.,+10.9128,+0.0189,0,F,435.306763,435.776214,435.401231,435.145630,435.402891,0.000000,1.203453,1.215747,5,10,10,0,15,20,315.84,0.00,556,3.62,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
40,283.669698,-30.597947,283.669636,-30.597975,441,67,441.190,66.899,1,+371.766,1.0000,+35.3818,D.N.,+13.4659,+0.1033,0,F,435.567963,435.164819,435.969807,434.915680,435.974899,0.000000,2.108874,1.330444,5,10,10,0,15,20,315.84,0.00,550,3.71,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
41,283.659049,-30.597666,283.658572,-30.597579,474,68,475.476,68.310,1,+198.147,1.0000,+28.7461,D.N.,+14.1491,+0.1575,0,F,435.129623,434.928548,435.726742,434.815430,435.736862,0.000000,2.972385,1.123274,5,10,10,0,15,20,315.84,0.00,548,2.98,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
42,283.702937,-30.597120,283.701479,-30.598466,338,70,342.520,65.157,1,+446.895,1.0000,+38.3689,D.N.,+13.2661,+0.0932,0,F,435.525146,434.542988,436.280018,435.221924,436.295425,0.000000,3.669898,1.436459,5,10,10,0,15,20,315.84,0.00,551,15.17,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
43,283.663890,-30.596557,283.663787,-30.596636,459,72,459.318,71.714,1,+539.536,1.0000,+34.7681,D.N.,+13.0615,+0.0700,0,F,435.229523,435.718436,435.382701,434.828766,435.385365,0.000000,1.524315,1.159430,5,10,10,0,15,20,315.84,0.00,548,3.15,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
44,283.752957,-30.595447,283.752705,-30.595958,183,76,183.779,74.164,1,+194.664,1.0000,+24.9021,D.N.,+14.1684,+0.1389,0,F,435.326035,435.198323,435.391602,435.338013,435.392623,0.000000,0.943469,0.926849,5,10,10,0,15,20,315.84,0.00,556,3.17,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
45,283.696161,-30.595175,283.693409,-30.596991,359,77,367.525,70.463,1,+30326.2,1.0000,+176.094,D.N.,+8.6871,+0.0063,0,F,435.365173,435.067777,435.928463,435.329651,435.940828,0.000000,3.286346,1.171680,5,10,10,0,15,20,315.84,0.00,549,16.63,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
46,283.788131,-30.594598,283.788032,-30.594520,74,79,74.305,79.283,1,+470.323,1.0000,+33.0639,D.N.,+13.2106,+0.0763,0,F,435.227905,435.440718,435.328061,435.266815,435.329825,0.000000,1.240391,1.118158,5,10,10,0,15,20,315.84,0.00,547,3.12,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
47,283.742630,-30.594339,283.742466,-30.594275,215,80,215.507,80.232,1,+95.4587,1.0000,+22.4235,D.N.,+14.9421,+0.2550,0,F,435.147614,435.275074,435.139195,435.287048,435.140178,0.000000,0.925717,0.907810,5,10,10,0,15,20,315.84,0.00,559,3.54,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
48,283.685189,-30.593229,283.685072,-30.593211,393,84,393.365,84.066,1,+3304.64,1.0000,+61.3976,D.N.,+11.0938,+0.0202,0,F,435.098846,434.758213,435.147433,435.376892,435.148539,0.000000,0.981946,0.967087,5,10,10,0,15,20,315.84,0.00,550,2.84,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
49,283.682931,-30.592951,283.685108,-30.593209,400,85,393.253,84.071,1,+3324.47,1.0000,+61.5588,D.N.,+11.0873,+0.0201,0,F,435.098846,434.758213,435.147433,435.308502,435.148539,0.000000,0.981946,0.967087,5,10,10,0,15,20,315.84,0.00,550,7.68,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
50,283.718104,-30.592676,283.718135,-30.592654,291,86,290.904,86.078,1,+818.561,1.0000,+69.6444,D.N.,+12.6090,+0.0924,0,F,435.650314,435.036145,444.895339,435.132050,448.016156,0.000000,52.836263,2.849472,5,10,10,0,15,20,315.84,0.00,552,15.63,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
51,283.660665,-30.591833,283.660766,-30.591457,469,89,468.689,90.355,1,+146.984,1.0000,+25.9091,D.N.,+14.4734,+0.1914,0,F,435.036011,435.075859,435.093698,434.838989,435.095129,0.000000,1.116700,1.027217,5,10,10,0,15,20,315.84,0.00,551,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
52,283.791032,-30.590985,283.790682,-30.590810,65,92,66.085,92.631,1,+110.801,1.0000,+29.4265,D.N.,+14.7802,+0.2883,0,F,435.284088,435.546227,435.700752,435.160126,435.706138,0.000000,2.168458,1.229471,5,10,10,0,15,20,315.84,0.00,543,2.95,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
53,283.797808,-30.590703,283.797884,-30.590624,44,93,43.765,93.285,1,+322.614,1.0000,+35.3860,D.N.,+13.6199,+0.1191,0,F,435.486588,435.343182,437.935763,435.194275,438.154998,0.000000,13.871502,1.368210,5,10,10,0,15,20,315.84,0.00,552,16.38,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
54,283.782642,-30.590435,283.782599,-30.590250,91,94,91.131,94.664,1,+997.109,1.0000,+38.8308,D.N.,+12.3947,+0.0423,0,F,435.174652,434.988707,435.280799,435.203491,435.282072,0.000000,1.053466,1.015829,5,10,10,0,15,20,315.84,0.00,557,3.32,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
55,283.763926,-30.590721,283.763970,-30.590499,149,93,148.863,93.802,1,+375.794,1.0000,+30.6868,D.N.,+13.4542,+0.0887,0,F,435.358948,435.179144,435.395285,435.295410,435.396519,0.000000,1.037862,1.067179,5,10,10,0,15,20,315.84,0.00,551,3.64,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
56,283.723913,-30.590453,283.723869,-30.590388,273,94,273.135,94.237,1,+33318.5,1.0000,+184.029,D.N.,+8.5849,+0.0060,0,F,435.378235,435.118550,435.621736,435.167206,435.624879,0.000000,1.656187,1.050449,5,10,10,0,15,20,315.84,0.00,551,3.03,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
57,283.727139,-30.589898,283.726838,-30.589764,263,96,263.934,96.481,1,+21847.8,1.0000,+150.806,D.N.,+9.0431,+0.0075,0,F,435.663849,435.749774,435.848155,435.192078,435.850315,0.000000,1.373320,1.341891,5,10,10,0,15,20,315.84,0.00,551,12.86,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
58,283.724880,-30.587398,283.723871,-30.590387,270,105,273.128,94.238,1,+33317.0,1.0000,+184.025,D.N.,+8.5849,+0.0060,0,F,435.378235,435.118550,435.621736,435.171936,435.624879,0.000000,1.656187,1.050449,5,10,10,0,15,20,315.84,0.00,551,17.42,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
59,283.785222,-30.589322,283.785125,-30.589198,83,98,83.300,98.446,1,+908.320,1.0000,+38.6694,D.N.,+12.4960,+0.0462,0,F,435.142181,434.748385,435.227959,435.161407,435.229782,0.000000,1.261064,1.086548,5,10,10,0,15,20,315.84,0.00,550,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
60,283.666475,-30.589335,283.666699,-30.589816,451,98,450.304,96.271,1,+259.561,1.0000,+24.3900,D.N.,+13.8560,+0.1020,0,F,435.062134,435.067952,435.075493,434.889893,435.076271,0.000000,0.823833,0.822562,5,10,10,0,15,20,315.84,0.00,555,3.11,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
61,283.762957,-30.588499,283.762913,-30.588483,152,101,152.134,101.060,1,+329.903,1.0000,+28.9483,D.N.,+13.5956,+0.0953,0,F,435.462341,435.374748,435.475308,435.278748,435.476596,0.000000,1.060419,1.012225,5,10,10,0,15,20,315.84,0.00,554,3.19,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
62,283.717136,-30.587954,283.717002,-30.587891,294,103,294.414,103.228,1,+370.219,1.0000,+46.1201,D.N.,+13.4705,+0.1353,0,F,435.656174,435.064012,437.220978,435.103455,437.255463,0.000000,5.496488,1.879730,5,10,10,0,15,20,315.84,0.00,550,3.36,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
63,283.746500,-30.587949,283.746447,-30.588006,203,103,203.163,102.796,1,+11.0847,1.0000,+21.7315,D.N.,+17.2798,+2.1285,0,F,435.193161,435.360837,435.088881,435.272980,435.089933,0.000000,0.957215,0.964979,5,10,10,0,15,20,315.84,0.00,556,3.46,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
64,283.687450,-30.587674,283.687366,-30.587705,386,104,386.258,103.890,1,+273.482,1.0000,+30.6327,D.N.,+13.7993,+0.1216,0,F,435.325867,435.504854,435.514941,435.321899,435.519888,0.000000,2.077688,1.158282,5,10,10,0,15,20,315.84,0.00,555,3.09,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
65,283.758761,-30.587112,283.759169,-30.586970,165,106,163.735,106.512,1,+29.3047,1.0000,+24.5450,D.N.,+16.2243,+0.9094,0,F,435.356705,434.665775,435.408232,435.271301,435.409507,0.000000,1.054567,1.073654,5,10,10,0,15,20,315.84,0.00,550,2.74,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
66,283.800708,-30.585701,283.800585,-30.585682,35,111,35.381,111.071,1,+12795.4,1.0000,+116.061,D.N.,+9.6240,+0.0098,0,F,435.674286,435.408715,436.533552,435.222412,436.550544,0.000000,3.855118,1.164540,5,10,10,0,15,20,315.84,0.00,549,2.92,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
67,283.795546,-30.586538,283.795496,-30.586296,51,108,51.153,108.871,1,+321.786,1.0000,+35.6383,D.N.,+13.6227,+0.1202,0,F,435.661469,434.940972,440.605860,435.124329,441.486691,0.000000,27.899639,1.381027,5,10,10,0,15,20,315.84,0.00,550,17.23,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
68,283.760374,-30.586834,283.759163,-30.586970,160,107,163.753,106.511,1,+30.5322,1.0000,+24.5700,D.N.,+16.1797,+0.8737,0,F,435.356705,434.665775,435.408232,435.267853,435.409507,0.000000,1.054567,1.073654,5,10,10,0,15,20,315.84,0.00,550,11.21,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
69,283.735528,-30.585730,283.735256,-30.585771,237,111,237.844,110.851,1,+2622.99,1.0000,+56.7178,D.N.,+11.3446,+0.0235,0,F,435.188660,435.217171,435.219561,435.229919,435.220950,0.000000,1.100702,1.095797,5,10,10,0,15,20,315.84,0.00,558,3.61,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
70,283.779088,-30.585159,283.778866,-30.585385,102,113,102.690,112.186,1,+148.927,1.0000,+25.5913,D.N.,+14.4592,+0.1866,0,F,435.155029,434.568352,435.255659,435.143372,435.257212,0.000000,1.163811,1.009784,5,10,10,0,15,20,315.84,0.00,553,15.94,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
71,283.714554,-30.585176,283.714502,-30.585276,302,113,302.162,112.640,1,+243.455,1.0000,+26.9612,D.N.,+13.9256,+0.1202,0,F,435.183746,435.023654,435.333056,435.063843,435.334257,0.000000,1.023353,0.985737,5,10,10,0,15,20,315.84,0.00,549,3.19,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aK_asky_980819s0370245.fits
