Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Flags,Image
11,283.698418,-30.610453,283.698360,-30.610264,352,22,352.178,22.684,1,+676.782,1.0000,+43.1977,D.N.,+13.8086,+0.0693,0,F,107.128784,106.970449,108.212006,106.580704,108.266387,0.000000,3.434197,1.545015,5,10,10,0,15,20,315.84,0.00,547,15.37,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
12,283.672920,-30.610171,283.673165,-30.610103,431,23,430.242,23.242,1,+1340.78,1.0000,+39.3425,D.N.,+13.0663,+0.0319,0,F,106.626690,106.342640,106.683991,106.421585,106.686385,0.000000,0.715425,0.644881,5,10,10,0,15,20,315.84,0.00,548,15.49,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
13,283.744894,-30.609894,283.744801,-30.610028,208,24,208.287,23.518,1,+510.032,1.0000,+28.2378,D.N.,+14.1157,+0.0601,0,F,106.652672,106.660861,106.665260,106.489059,106.668063,0.000000,0.773943,0.760954,5,10,10,0,15,20,315.84,0.00,553,2.97,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
14,283.735211,-30.609619,283.735102,-30.609765,238,25,238.339,24.473,1,+341.254,1.0000,+28.7128,D.N.,+14.5520,+0.0913,0,F,106.825397,106.465623,107.158441,106.526443,107.168612,0.000000,1.477796,0.983799,5,10,10,0,15,20,315.84,0.00,544,3.36,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
15,283.669693,-30.609336,283.669763,-30.609144,441,26,440.783,26.694,1,+3083.68,1.0000,+57.6903,D.N.,+12.1620,+0.0203,0,F,106.633987,106.521225,106.921723,106.419548,106.930117,0.000000,1.341009,0.700774,5,10,10,0,15,20,315.84,0.00,548,3.32,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
16,283.723270,-30.609620,283.722845,-30.608930,275,25,276.314,27.486,1,+386.297,1.0000,+28.4535,D.N.,+14.4174,+0.0800,0,F,106.693981,106.689959,107.171667,106.589119,107.193491,0.000000,2.164904,0.923300,5,10,10,0,15,20,315.84,0.00,552,3.09,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
17,283.722624,-30.608509,283.722834,-30.608932,277,29,276.349,27.479,1,+382.508,1.0000,+28.3868,D.N.,+14.4281,+0.0806,0,F,106.693981,106.689959,107.171667,106.601273,107.193491,0.000000,2.164904,0.923300,5,10,10,0,15,20,315.84,0.00,552,15.04,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
18,283.777814,-30.608493,283.777884,-30.608315,106,29,105.782,29.640,1,+574.785,1.0000,+28.8704,D.N.,+13.9859,+0.0545,0,F,106.559181,106.190198,106.725232,106.544891,106.728719,0.000000,0.863541,0.720380,5,10,10,0,15,20,315.84,0.00,546,3.07,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
19,283.731015,-30.607953,283.730865,-30.607867,251,31,251.466,31.308,1,+191.845,1.0000,+23.7668,D.N.,+15.1773,+0.1345,0,F,106.736168,106.392219,107.091479,106.558731,107.100478,0.000000,1.389625,0.864703,5,10,10,0,15,20,315.84,0.00,545,3.04,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
20,283.702936,-30.607120,283.702724,-30.607210,338,34,338.657,33.678,1,+288.073,1.0000,+27.2604,D.N.,+14.7359,+0.1027,0,F,106.822762,106.560143,107.608215,106.628456,107.650942,0.000000,3.035505,0.955714,5,10,10,0,15,20,315.84,0.00,547,3.07,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
21,283.720042,-30.605732,283.720156,-30.605560,285,39,284.647,39.617,1,+808.020,1.0000,+36.7695,D.N.,+13.6161,+0.0494,0,F,106.802261,106.780007,107.101701,106.631981,107.111731,0.000000,1.467163,1.042806,5,10,10,0,15,20,315.84,0.00,541,3.40,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
22,283.793948,-30.605428,283.793853,-30.605354,56,40,56.297,40.265,1,+188.097,1.0000,+19.0922,D.N.,+15.1987,+0.1102,0,F,106.415539,106.403964,106.466381,106.573769,106.468614,0.000000,0.690131,0.596052,5,10,10,0,15,20,315.84,0.00,552,3.15,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
23,283.667113,-30.605447,283.666763,-30.605325,449,40,450.084,40.436,1,+541.760,1.0000,+30.3198,D.N.,+14.0502,+0.0608,0,F,106.928959,107.161978,107.961032,106.450630,108.126938,0.000000,5.992982,0.870795,5,10,10,0,15,20,315.84,0.00,548,17.72,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
24,283.657431,-30.604887,283.658811,-30.603243,479,42,474.725,47.921,1,+1781.88,1.0000,+44.0468,D.N.,+12.7575,+0.0268,0,F,106.475910,106.683384,106.581076,106.509491,106.583516,0.000000,0.721742,0.563385,5,10,10,0,15,20,315.84,0.00,546,3.59,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
25,283.659046,-30.603221,283.658794,-30.603254,474,48,474.780,47.884,1,+1788.62,1.0000,+44.1232,D.N.,+12.7534,+0.0268,0,F,106.475910,106.683384,106.581076,106.487892,106.583516,0.000000,0.721742,0.563385,5,10,10,0,15,20,315.84,0.00,546,3.52,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
26,283.709714,-30.603232,283.709687,-30.603101,317,48,317.086,48.472,1,+1166.87,1.0000,+36.8751,D.N.,+13.2171,+0.0343,0,F,106.833496,106.824712,106.914789,106.674332,106.917398,0.000000,0.747643,0.623283,5,10,10,0,15,20,315.84,0.00,552,15.20,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
27,283.688091,-30.602396,283.688148,-30.602639,384,51,383.825,50.127,1,+814.038,1.0000,+37.7011,D.N.,+13.6081,+0.0503,0,F,107.041542,107.075495,107.482385,106.489632,107.498760,0.000000,1.877907,1.106667,5,10,10,0,15,20,315.84,0.00,554,3.36,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
28,283.668082,-30.602947,283.668482,-30.602838,446,49,444.761,49.392,1,+355.662,1.0000,+25.7048,D.N.,+14.5071,+0.0785,0,F,106.739925,106.617567,107.047638,106.475471,107.056550,0.000000,1.382568,0.782263,5,10,10,0,15,20,315.84,0.00,546,14.36,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
29,283.694869,-30.602675,283.695166,-30.600833,363,50,362.080,56.633,1,+5450.82,1.0000,+92.2575,D.N.,+11.5435,+0.0184,0,F,107.571526,106.977431,114.095767,106.551575,119.545024,0.000000,35.713852,2.482682,5,10,10,0,15,20,315.84,0.00,552,16.90,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
30,283.695514,-30.600731,283.695176,-30.600832,361,57,362.049,56.634,1,+5448.26,1.0000,+92.2436,D.N.,+11.5441,+0.0184,0,F,107.571526,106.977431,114.095767,106.559700,119.545024,0.000000,35.713852,2.482682,5,10,10,0,15,20,315.84,0.00,552,15.93,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
31,283.675182,-30.602394,283.676231,-30.600416,424,51,420.752,58.120,1,+1582.05,1.0000,+41.6282,D.N.,+12.8866,+0.0286,0,F,106.704918,106.472732,106.722462,106.482849,106.723899,0.000000,0.554391,0.551722,5,10,10,0,15,20,315.84,0.00,555,3.76,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
32,283.785555,-30.601822,283.785428,-30.601815,82,53,82.391,53.024,1,+542.899,1.0000,+26.4170,D.N.,+14.0479,+0.0528,0,F,106.533310,106.448401,106.556328,106.588326,106.558333,0.000000,0.654293,0.558266,5,10,10,0,15,20,315.84,0.00,550,3.13,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
33,283.709714,-30.601287,283.707585,-30.600816,317,55,323.597,56.697,1,+2286.28,1.0000,+51.4649,D.N.,+12.4869,+0.0244,0,F,106.860451,106.811897,107.161934,106.672585,107.169464,0.000000,1.271588,0.851690,5,10,10,0,15,20,315.84,0.00,543,7.79,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
34,283.707778,-30.600732,283.707587,-30.600819,323,57,323.592,56.684,1,+2287.60,1.0000,+51.4778,D.N.,+12.4863,+0.0244,0,F,106.860451,106.811897,107.161934,106.667992,107.169464,0.000000,1.271588,0.851690,5,10,10,0,15,20,315.84,0.00,543,3.33,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
35,283.701323,-30.601009,283.701239,-30.600760,343,56,343.263,56.899,1,+371.842,1.0000,+43.2452,D.N.,+14.4588,+0.1263,0,F,107.181938,107.082008,110.003074,106.611038,110.573803,0.000000,11.230405,1.731851,5,10,10,0,15,20,315.84,0.00,543,4.09,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
36,283.676474,-30.600449,283.676249,-30.600415,420,58,420.698,58.124,1,+1581.64,1.0000,+41.6233,D.N.,+12.8869,+0.0286,0,F,106.704918,106.472732,106.722462,106.496063,106.723899,0.000000,0.554391,0.551722,5,10,10,0,15,20,315.84,0.00,555,3.49,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
37,283.675184,-30.599060,283.676236,-30.600418,424,63,420.738,58.114,1,+1574.81,1.0000,+41.5410,D.N.,+12.8916,+0.0286,0,F,106.704918,106.472732,106.722462,106.506279,106.723899,0.000000,0.554391,0.551722,5,10,10,0,15,20,315.84,0.00,555,3.11,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
38,283.693256,-30.597119,283.693400,-30.596980,368,70,367.553,70.500,1,+34315.0,1.0000,+186.030,D.N.,+9.5460,+0.0059,0,F,107.072563,107.137776,108.729299,106.555099,109.091251,0.000000,8.887348,0.765699,5,10,10,0,15,20,315.84,0.00,547,3.26,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
39,283.804269,-30.597643,283.804096,-30.597591,24,68,24.533,68.190,1,+4672.81,1.0000,+69.7432,D.N.,+11.7108,+0.0162,0,F,106.739464,106.760736,106.845135,106.668678,106.847951,0.000000,0.776361,0.620281,5,10,10,0,15,20,315.84,0.00,550,3.17,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
40,283.669698,-30.597947,283.669774,-30.598017,441,67,440.763,66.750,1,+415.753,1.0000,+32.6384,D.N.,+14.3376,+0.0852,0,F,106.732346,106.672529,107.588983,106.520966,107.620651,0.000000,2.612998,1.142177,5,10,10,0,15,20,315.84,0.00,548,3.41,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
41,283.659049,-30.597666,283.658907,-30.597521,474,68,474.438,68.520,1,+331.126,1.0000,+28.3619,D.N.,+14.5847,+0.0930,0,F,106.758354,106.913386,107.258670,106.459167,107.276455,0.000000,1.955111,0.975304,5,10,10,0,15,20,315.84,0.00,549,3.21,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
42,283.702937,-30.597120,283.702326,-30.597550,338,70,339.894,68.454,1,+322.002,1.0000,+27.5246,D.N.,+14.6151,+0.0928,0,F,107.058392,107.058125,107.757828,106.629227,107.817347,0.000000,3.585272,0.936617,5,10,10,0,15,20,315.84,0.00,552,15.54,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
43,283.663890,-30.596557,283.663758,-30.596675,459,72,459.407,71.573,1,+719.827,1.0000,+38.0409,D.N.,+13.7416,+0.0574,0,F,106.648972,106.297250,107.256249,106.509239,107.272085,0.000000,1.844861,1.208224,5,10,10,0,15,20,315.84,0.00,547,3.14,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
44,283.752957,-30.595447,283.753082,-30.595721,183,76,182.611,75.016,1,+482.115,1.0000,+26.6830,D.N.,+14.1768,+0.0601,0,F,106.611847,106.884742,106.693587,106.470184,106.695902,0.000000,0.703544,0.679254,5,10,10,0,15,20,315.84,0.00,547,3.60,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
45,283.696161,-30.595175,283.693369,-30.596985,359,77,367.650,70.483,1,+34303.3,1.0000,+186.182,D.N.,+9.5464,+0.0059,0,F,107.082687,106.689077,108.187188,106.591034,108.348886,0.000000,5.922606,0.851330,5,10,10,0,15,20,315.84,0.00,549,16.69,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
46,283.788131,-30.594598,283.788087,-30.594523,74,79,74.134,79.270,1,+884.733,1.0000,+37.5933,D.N.,+13.5177,+0.0461,0,F,106.660549,107.079521,106.966293,106.607437,106.976881,0.000000,1.506452,1.028938,5,10,10,0,15,20,315.84,0.00,544,2.97,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
47,283.742630,-30.594339,283.742554,-30.594464,215,80,215.235,79.551,1,+340.563,1.0000,+23.1596,D.N.,+14.5542,+0.0738,0,F,106.534454,106.843124,106.560332,106.514320,106.562392,0.000000,0.663132,0.628774,5,10,10,0,15,20,315.84,0.00,556,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
48,283.685189,-30.593229,283.685063,-30.593199,393,84,393.391,84.108,1,+3117.38,1.0000,+59.0066,D.N.,+12.1502,+0.0206,0,F,106.958115,106.551745,107.017145,106.557976,107.020735,0.000000,0.877291,0.855807,5,10,10,0,15,20,315.84,0.00,549,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
49,283.682931,-30.592951,283.685020,-30.593195,400,85,393.525,84.122,1,+3116.87,1.0000,+58.3505,D.N.,+12.1504,+0.0203,0,F,106.877113,106.560490,106.927403,106.562073,106.930127,0.000000,0.763990,0.760193,5,10,10,0,15,20,315.84,0.00,547,7.56,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
50,283.718104,-30.592676,283.718131,-30.592693,291,86,290.918,85.940,1,+1347.51,1.0000,+78.5196,D.N.,+13.0609,+0.0633,0,F,107.357079,107.467336,118.450030,106.649895,134.751358,0.000000,64.304148,3.113853,5,10,10,0,15,20,315.84,0.00,551,15.26,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
51,283.660665,-30.591833,283.660767,-30.592174,469,89,468.683,87.772,1,+153.037,1.0000,+29.9040,D.N.,+15.4227,+0.2122,0,F,106.926521,106.363969,107.482762,106.523727,107.504752,0.000000,2.176272,1.220959,5,10,10,0,15,20,315.84,0.00,550,3.30,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
52,283.791032,-30.590985,283.790890,-30.590825,65,92,65.440,92.579,1,+280.819,1.0000,+29.7699,D.N.,+14.7636,+0.1151,0,F,106.969116,106.557956,107.748977,106.605942,107.794238,0.000000,3.126294,1.101255,5,10,10,0,15,20,315.84,0.00,544,3.24,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
53,283.797808,-30.590703,283.797999,-30.590628,44,93,43.408,93.272,1,+364.157,1.0000,+36.1598,D.N.,+14.4815,+0.1078,0,F,106.694199,106.585162,110.606643,106.622063,112.549344,0.000000,20.840229,1.377434,5,10,10,0,15,20,315.84,0.00,550,16.66,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
54,283.782642,-30.590435,283.782680,-30.590258,91,94,90.880,94.636,1,+1428.17,1.0000,+42.2391,D.N.,+12.9977,+0.0321,0,F,106.605652,106.675885,106.710096,106.603157,106.714331,0.000000,0.951584,0.846127,5,10,10,0,15,20,315.84,0.00,550,3.50,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
55,283.763926,-30.590721,283.763884,-30.590555,149,93,149.130,93.597,1,+640.078,1.0000,+28.6276,D.N.,+13.8691,+0.0486,0,F,106.571220,106.591663,106.653986,106.558449,106.657086,0.000000,0.813806,0.600982,5,10,10,0,15,20,315.84,0.00,551,3.57,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
56,283.723913,-30.590453,283.723866,-30.590401,273,94,273.144,94.190,1,+42677.8,1.0000,+207.266,D.N.,+9.3092,+0.0053,0,F,107.369385,107.432436,107.765191,106.620369,107.786767,0.000000,2.158514,0.752294,5,10,10,0,15,20,315.84,0.00,551,3.02,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
57,283.727139,-30.589898,283.726897,-30.589764,263,96,263.752,96.481,1,+26681.6,1.0000,+166.717,D.N.,+9.8192,+0.0068,0,F,107.291641,107.109838,107.757844,106.604057,107.769784,0.000000,1.605645,1.494596,5,10,10,0,15,20,315.84,0.00,547,13.04,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
58,283.724880,-30.587398,283.723860,-30.590400,270,105,273.162,94.193,1,+42685.5,1.0000,+207.284,D.N.,+9.3090,+0.0053,0,F,107.369385,107.432436,107.765191,106.595879,107.786767,0.000000,2.158514,0.752294,5,10,10,0,15,20,315.84,0.00,551,17.38,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
59,283.785222,-30.589322,283.785198,-30.589240,83,98,83.075,98.297,1,+1257.16,1.0000,+39.6466,D.N.,+13.1362,+0.0342,0,F,106.740646,106.608805,107.076306,106.603188,107.087658,0.000000,1.560690,0.795563,5,10,10,0,15,20,315.84,0.00,550,3.28,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
60,283.666475,-30.589335,283.666426,-30.589428,451,98,451.152,97.667,1,+346.571,1.0000,+23.4810,D.N.,+14.5352,+0.0736,0,F,106.492603,106.364510,106.533642,106.596954,106.536038,0.000000,0.715122,0.640916,5,10,10,0,15,20,315.84,0.00,546,3.21,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
61,283.762957,-30.588499,283.762928,-30.588528,152,101,152.090,100.897,1,+618.613,1.0000,+27.8640,D.N.,+13.9062,+0.0489,0,F,106.609550,106.758939,106.693763,106.555031,106.696579,0.000000,0.775920,0.562203,5,10,10,0,15,20,315.84,0.00,544,3.07,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
62,283.717136,-30.587954,283.716989,-30.587985,294,103,294.456,102.887,1,+597.766,1.0000,+64.3553,D.N.,+13.9434,+0.1169,0,F,107.345612,106.691118,109.768769,106.637436,109.977027,0.000000,6.771081,2.667056,5,10,10,0,15,20,315.84,0.00,547,3.11,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
63,283.746500,-30.587949,283.746468,-30.588037,203,103,203.098,102.683,1,+204.825,1.0000,+21.0859,D.N.,+15.1062,+0.1118,0,F,106.573238,106.008931,106.580399,106.495827,106.582738,0.000000,0.706618,0.694458,5,10,10,0,15,20,315.84,0.00,550,3.15,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
64,283.687450,-30.587674,283.687450,-30.587675,386,104,385.998,103.995,1,+559.172,1.0000,+32.7092,D.N.,+14.0158,+0.0635,0,F,106.887428,106.449462,107.437639,106.619011,107.459872,0.000000,2.187815,1.015161,5,10,10,0,15,20,315.84,0.00,555,3.09,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
65,283.758761,-30.587112,283.758993,-30.586955,165,106,164.282,106.567,1,+250.581,1.0000,+21.8802,D.N.,+14.8873,+0.0948,0,F,106.690002,106.405844,106.820687,106.533775,106.824775,0.000000,0.935388,0.676955,5,10,10,0,15,20,315.84,0.00,548,2.88,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
66,283.800708,-30.585701,283.800591,-30.585672,35,111,35.362,111.107,1,+17035.3,1.0000,+131.892,D.N.,+10.3063,+0.0084,0,F,107.047157,106.618914,107.981902,106.611786,108.050164,0.000000,3.843682,0.850996,5,10,10,0,15,20,315.84,0.00,549,3.17,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
67,283.795546,-30.586538,283.795705,-30.586385,51,108,50.506,108.551,1,+384.662,1.0000,+41.6546,D.N.,+14.4220,+0.1176,0,F,107.060410,106.755243,113.462166,106.608482,118.902486,0.000000,35.587146,1.647489,5,10,10,0,15,20,315.84,0.00,549,17.56,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
68,283.760374,-30.586834,283.758962,-30.586954,160,107,164.377,106.570,1,+249.724,1.0000,+21.8606,D.N.,+14.8911,+0.0950,0,F,106.690002,106.405844,106.820687,106.543152,106.824775,0.000000,0.935388,0.676955,5,10,10,0,15,20,315.84,0.00,548,35.19,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
69,283.735528,-30.585730,283.735247,-30.585757,237,111,237.871,110.902,1,+4548.84,1.0000,+69.1958,D.N.,+11.7399,+0.0165,0,F,106.718697,106.998688,106.839480,106.538063,106.842307,0.000000,0.777931,0.694312,5,10,10,0,15,20,315.84,0.00,553,3.46,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
