Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Flags,Image
148,283.743584,-30.553506,283.743541,-30.553437,212,227,212.135,227.246,1,+291.857,1.0000,+24.4864,D.N.,+14.7218,+0.0911,0,F,106.781090,106.992128,106.881453,106.799149,106.885169,0.000000,0.892004,0.785921,5,10,10,0,15,20,315.84,0.00,547,3.14,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
149,283.656492,-30.553498,283.656571,-30.553399,482,227,481.756,227.356,1,+294.305,1.0000,+24.6814,D.N.,+14.7127,+0.0911,0,F,106.673866,106.429632,106.884051,106.607697,106.890575,0.000000,1.182070,0.793913,5,10,10,0,15,20,315.84,0.00,543,3.33,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
150,283.731327,-30.552397,283.729611,-30.550707,250,231,255.317,237.084,1,+491.573,1.0000,+42.6749,D.N.,+14.1557,+0.0943,0,F,107.108376,106.834283,109.285751,106.689995,109.521024,0.000000,7.181406,1.636872,5,10,10,0,15,20,315.84,0.00,553,15.13,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
151,283.730036,-30.551008,283.729616,-30.550707,254,236,255.302,237.083,1,+492.002,1.0000,+42.6799,D.N.,+14.1548,+0.0942,0,F,107.108376,106.834283,109.285751,106.688637,109.521024,0.000000,7.181406,1.636872,5,10,10,0,15,20,315.84,0.00,553,3.32,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
152,283.729713,-30.549619,283.729646,-30.550703,255,241,255.210,237.100,1,+491.832,1.0000,+42.6779,D.N.,+14.1552,+0.0942,0,F,107.108376,106.834283,109.285751,106.696739,109.521024,0.000000,7.181406,1.636872,5,10,10,0,15,20,315.84,0.00,553,5.04,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
153,283.705844,-30.551009,283.705667,-30.551096,329,236,329.551,235.689,1,+1879.05,1.0000,+47.2489,D.N.,+12.6999,+0.0273,0,F,106.949081,106.748966,107.577192,106.710892,107.604508,0.000000,2.426683,0.842238,5,10,10,0,15,20,315.84,0.00,547,3.30,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
154,283.743906,-30.550728,283.744160,-30.550395,211,237,210.212,238.199,1,+324.336,1.0000,+23.2408,D.N.,+14.6072,+0.0778,0,F,106.738861,106.717429,106.784868,106.839577,106.787673,0.000000,0.774722,0.658139,5,10,10,0,15,20,315.84,0.00,547,3.12,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
155,283.765517,-30.550165,283.765471,-30.550255,144,239,144.141,238.676,1,+294.322,1.0000,+26.1405,D.N.,+14.7126,+0.0964,0,F,106.789795,106.545267,107.024551,106.863274,107.031007,0.000000,1.176692,0.885393,5,10,10,0,15,20,315.84,0.00,553,3.36,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
156,283.712618,-30.549621,283.712425,-30.549723,308,241,308.598,240.631,1,+492.835,1.0000,+29.1592,D.N.,+14.1529,+0.0642,0,F,106.924812,106.835701,107.278758,106.718712,107.289562,0.000000,1.523932,0.848132,5,10,10,0,15,20,315.84,0.00,551,3.00,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
157,283.735841,-30.548507,283.735749,-30.548441,236,245,236.285,245.239,1,+4316.23,1.0000,+69.2469,D.N.,+11.7969,+0.0174,0,F,107.072197,106.688947,107.435955,106.776543,107.452256,0.000000,1.873260,0.982388,5,10,10,0,15,20,315.84,0.00,553,3.11,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
158,283.733906,-30.547396,283.735754,-30.548445,242,249,236.271,245.222,1,+4318.94,1.0000,+69.2665,D.N.,+11.7963,+0.0174,0,F,107.072197,106.688947,107.435955,106.765160,107.452256,0.000000,1.873260,0.982388,5,10,10,0,15,20,315.84,0.00,553,3.43,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
159,283.795190,-30.547927,283.795082,-30.547974,52,247,52.333,246.830,1,+666.315,1.0000,+36.2868,D.N.,+13.8255,+0.0591,0,F,106.792923,106.776745,107.460204,106.623810,107.495061,0.000000,2.739769,1.142593,5,10,10,0,15,20,315.84,0.00,547,3.16,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
160,283.680041,-30.548228,283.680163,-30.548092,409,246,408.622,246.488,1,+547.124,1.0000,+28.9147,D.N.,+14.0395,+0.0574,0,F,106.993530,106.990969,107.209426,106.586311,107.215868,0.000000,1.176389,0.762057,5,10,10,0,15,20,315.84,0.00,549,3.27,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
161,283.763258,-30.547944,283.763203,-30.547853,151,247,151.169,247.325,1,+303.410,1.0000,+25.3092,D.N.,+14.6796,+0.0906,0,F,106.949516,106.227344,107.327245,106.913841,107.343969,0.000000,1.896501,0.824538,5,10,10,0,15,20,315.84,0.00,554,16.24,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
162,283.708102,-30.547954,283.710200,-30.547146,322,247,315.496,249.910,1,+1034.33,1.0000,+36.2115,D.N.,+13.3481,+0.0380,0,F,107.007454,106.932106,107.640348,106.720070,107.682836,0.000000,3.027402,0.746806,5,10,10,0,15,20,315.84,0.00,552,16.09,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
163,283.774224,-30.547661,283.774258,-30.547426,117,248,116.894,248.847,1,+401.937,1.0000,+24.7019,D.N.,+14.3743,+0.0667,0,F,106.744530,106.719778,106.785793,106.849014,106.788255,0.000000,0.725738,0.648020,5,10,10,0,15,20,315.84,0.00,554,3.41,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
164,283.716489,-30.547398,283.716388,-30.547442,296,249,296.312,248.842,1,+359.318,1.0000,+28.9867,D.N.,+14.4960,+0.0876,0,F,106.967369,106.735509,107.705597,106.716240,107.746678,0.000000,2.977784,0.982159,5,10,10,0,15,20,315.84,0.00,546,15.24,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
165,283.710360,-30.547121,283.710240,-30.547145,315,250,315.373,249.912,1,+1034.30,1.0000,+36.2110,D.N.,+13.3481,+0.0380,0,F,107.007454,106.932106,107.640348,106.720230,107.682836,0.000000,3.027402,0.746806,5,10,10,0,15,20,315.84,0.00,552,3.60,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
166,283.703587,-30.547398,283.703116,-30.546343,336,249,337.460,252.799,1,+769.818,1.0000,+35.7268,D.N.,+13.6687,+0.0504,0,F,107.005798,107.403410,107.818131,106.677437,107.886781,0.000000,3.851617,1.009044,5,10,10,0,15,20,315.84,0.00,549,16.98,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
167,283.702942,-30.545731,283.703089,-30.546348,338,255,337.543,252.781,1,+777.614,1.0000,+35.4978,D.N.,+13.6578,+0.0496,0,F,106.955063,106.704004,107.575446,106.662651,107.623849,0.000000,3.230370,0.985069,5,10,10,0,15,20,315.84,0.00,550,3.10,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
168,283.790673,-30.546541,283.790705,-30.546442,66,252,65.899,252.356,1,+442.890,1.0000,+25.8375,D.N.,+14.2690,+0.0633,0,F,106.647591,106.540489,107.010286,106.627144,107.026611,0.000000,1.870972,0.671561,5,10,10,0,15,20,315.84,0.00,547,3.11,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
169,283.743904,-30.546005,283.743614,-30.545644,211,254,211.900,255.302,1,+102.282,1.0000,+21.8280,D.N.,+15.8602,+0.2317,0,F,106.890198,107.057783,107.115583,106.902992,107.122655,0.000000,1.232026,0.866052,5,10,10,0,15,20,315.84,0.00,545,11.42,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
170,283.743258,-30.543783,283.743078,-30.544267,213,262,213.560,260.260,1,+77.8232,1.0000,+24.1118,D.N.,+16.1569,+0.3364,0,F,107.083351,106.537845,107.284259,106.906181,107.291094,0.000000,1.212215,1.004339,5,10,10,0,15,20,315.84,0.00,544,3.08,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
171,283.732938,-30.545452,283.732826,-30.545388,245,256,245.346,256.230,1,+1794.05,1.0000,+52.4719,D.N.,+12.7501,+0.0318,0,F,107.038399,106.980635,107.724284,106.772034,107.749396,0.000000,2.328234,1.390355,5,10,10,0,15,20,315.84,0.00,553,2.94,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
172,283.719391,-30.544343,283.719183,-30.544413,287,260,287.647,259.747,1,+2075.66,1.0000,+52.3370,D.N.,+12.5918,+0.0274,0,F,107.252327,106.902786,109.489764,106.722054,110.054562,0.000000,11.145602,1.154794,5,10,10,0,15,20,315.84,0.00,549,3.37,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
173,283.675204,-30.544060,283.674216,-30.543918,424,261,427.064,261.510,1,+804.747,1.0000,+32.7991,D.N.,+13.6206,+0.0442,0,F,106.740486,106.256152,106.820176,106.583199,106.823620,0.000000,0.858580,0.737822,5,10,10,0,15,20,315.84,0.00,548,3.16,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
174,283.797443,-30.543204,283.797419,-30.543124,45,264,45.076,264.285,1,+743.401,1.0000,+33.2402,D.N.,+13.7066,+0.0485,0,F,106.952026,106.616838,107.451138,106.684074,107.475070,0.000000,2.269981,0.852684,5,10,10,0,15,20,315.84,0.00,550,3.05,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
175,283.673269,-30.543782,283.674214,-30.543920,430,262,427.069,261.504,1,+801.156,1.0000,+32.7443,D.N.,+13.6254,+0.0444,0,F,106.740486,106.256152,106.820176,106.595154,106.823620,0.000000,0.858580,0.737822,5,10,10,0,15,20,315.84,0.00,548,3.71,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
176,283.682945,-30.543506,283.682954,-30.543331,400,263,399.974,263.630,1,+567.823,1.0000,+32.9492,D.N.,+13.9992,+0.0630,0,F,106.793156,106.841884,107.232944,106.537476,107.245433,0.000000,1.638188,1.019838,5,10,10,0,15,20,315.84,0.00,548,3.28,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
177,283.802604,-30.542922,283.802463,-30.542897,29,265,29.436,265.090,1,+180.149,1.0000,+24.2095,D.N.,+15.2456,+0.1459,0,F,106.667740,106.690592,107.092952,106.699173,107.107406,0.000000,1.761151,0.902676,5,10,10,0,15,20,315.84,0.00,547,18.30,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
178,283.789379,-30.542375,283.789232,-30.542428,70,267,70.458,266.809,1,+561.188,1.0000,+30.7339,D.N.,+14.0119,+0.0595,0,F,106.848045,106.627457,107.283568,106.708084,107.300021,0.000000,1.880738,0.876639,5,10,10,0,15,20,315.84,0.00,545,3.24,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
179,283.652950,-30.542941,283.653055,-30.542720,493,265,492.674,265.795,1,+225.781,1.0000,+24.8421,D.N.,+15.0005,+0.1195,0,F,106.847782,106.827171,107.207306,106.655746,107.220181,0.000000,1.663211,0.869383,5,10,10,0,15,20,315.84,0.00,494,16.71,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
180,283.684236,-30.542396,283.682962,-30.543329,396,267,399.949,263.639,1,+568.837,1.0000,+32.9645,D.N.,+13.9972,+0.0629,0,F,106.793156,106.841884,107.232944,106.534294,107.245433,0.000000,1.638188,1.019838,5,10,10,0,15,20,315.84,0.00,548,3.28,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
181,283.687138,-30.541841,283.687094,-30.541762,387,269,387.137,269.283,1,+436.490,1.0000,+25.9338,D.N.,+14.2848,+0.0645,0,F,106.733307,106.658052,106.812050,106.521004,106.815666,0.000000,0.879785,0.688365,5,10,10,0,15,20,315.84,0.00,547,2.99,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
182,283.678108,-30.541839,283.678019,-30.541795,415,269,415.276,269.156,1,+267.516,1.0000,+33.5166,D.N.,+14.8163,+0.1360,0,F,106.769142,106.813487,107.358153,106.569374,107.375315,0.000000,1.921490,1.309350,5,10,10,0,15,20,315.84,0.00,544,3.06,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
183,283.716166,-30.540732,283.716005,-30.540819,297,273,297.498,272.687,1,+7149.29,1.0000,+86.4458,D.N.,+11.2490,+0.0131,0,F,107.057281,106.731628,107.661612,106.724121,107.720551,0.000000,3.566197,0.805927,5,10,10,0,15,20,315.84,0.00,547,3.13,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
184,283.713908,-30.540454,283.715987,-30.540828,304,274,297.554,272.654,1,+7152.65,1.0000,+86.4539,D.N.,+11.2485,+0.0131,0,F,107.050217,106.736691,107.858851,106.724907,107.963709,0.000000,4.761544,0.803464,5,10,10,0,15,20,315.84,0.00,547,18.27,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
185,283.682301,-30.541840,283.682950,-30.543331,402,269,399.986,263.631,1,+564.842,1.0000,+32.9039,D.N.,+14.0049,+0.0632,0,F,106.793156,106.841884,107.232944,106.546913,107.245433,0.000000,1.638188,1.019838,5,10,10,0,15,20,315.84,0.00,548,16.94,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
186,283.755513,-30.539891,283.754421,-30.539312,175,276,178.386,278.087,1,+454.785,1.0000,+25.8788,D.N.,+14.2402,+0.0618,0,F,106.669235,106.328894,106.861706,106.983536,106.869076,0.000000,1.256161,0.657687,5,10,10,0,15,20,315.84,0.00,551,3.02,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
187,283.754222,-30.539058,283.754432,-30.539312,179,279,178.352,278.087,1,+454.050,1.0000,+25.8646,D.N.,+14.2419,+0.0618,0,F,106.669235,106.328894,106.861706,106.985863,106.869076,0.000000,1.256161,0.657687,5,10,10,0,15,20,315.84,0.00,551,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
188,283.727131,-30.539620,283.727189,-30.539435,263,277,262.822,277.666,1,+304.119,1.0000,+30.4161,D.N.,+14.6771,+0.1086,0,F,106.965553,106.982009,107.309525,106.721085,107.317272,0.000000,1.290619,1.117215,5,10,10,0,15,20,315.84,0.00,549,3.41,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
189,283.772606,-30.539329,283.772176,-30.539230,122,278,123.334,278.355,1,+240.964,1.0000,+22.3045,D.N.,+14.9298,+0.1005,0,F,106.978859,107.319250,107.055912,106.939888,107.059466,0.000000,0.873136,0.718755,5,10,10,0,15,20,315.84,0.00,552,3.92,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
190,283.779701,-30.539047,283.779997,-30.539142,100,279,99.084,278.660,1,+219.188,1.0000,+21.4916,D.N.,+15.0327,+0.1065,0,F,106.792171,106.585892,106.891238,106.866524,106.895580,0.000000,0.964402,0.697729,5,10,10,0,15,20,315.84,0.00,546,3.11,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
191,283.716811,-30.539065,283.715961,-30.540819,295,279,297.634,272.686,1,+7152.91,1.0000,+86.4553,D.N.,+11.2485,+0.0131,0,F,107.050217,106.736691,107.858851,106.725189,107.963709,0.000000,4.761544,0.803464,5,10,10,0,15,20,315.84,0.00,547,7.63,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
192,283.656823,-30.538776,283.656678,-30.538784,481,280,481.449,279.971,1,+485.303,1.0000,+28.4864,D.N.,+14.1697,+0.0637,0,F,106.648037,106.669494,106.787548,106.642738,106.792198,0.000000,0.997439,0.807768,5,10,10,0,15,20,315.84,0.00,542,3.23,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
193,283.667143,-30.538224,283.668149,-30.538277,449,282,445.882,281.813,1,+191.326,1.0000,+21.2741,D.N.,+15.1803,+0.1207,0,F,106.456493,106.890649,106.609394,106.620331,106.612359,0.000000,0.795930,0.724397,5,10,10,0,15,20,315.84,0.00,548,105.20,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
194,283.789698,-30.537653,283.789678,-30.537125,69,284,69.062,285.899,1,+580.350,1.0000,+30.2090,D.N.,+13.9755,+0.0565,0,F,106.751846,106.581334,107.151184,106.786278,107.165420,0.000000,1.748275,0.817158,5,10,10,0,15,20,315.84,0.00,549,3.26,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
195,283.790020,-30.536542,283.789671,-30.537133,68,288,69.082,285.871,1,+575.708,1.0000,+30.1321,D.N.,+13.9842,+0.0568,0,F,106.751846,106.581334,107.151184,106.803001,107.165420,0.000000,1.748275,0.817158,5,10,10,0,15,20,315.84,0.00,549,3.01,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
196,283.738419,-30.537673,283.738004,-30.537722,228,284,229.285,283.824,1,+345.363,1.0000,+24.5574,D.N.,+14.5390,+0.0772,0,F,106.870148,106.599998,107.096657,106.842857,107.101247,0.000000,0.992388,0.718723,5,10,10,0,15,20,315.84,0.00,545,2.96,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
197,283.749706,-30.536004,283.749643,-30.535934,193,290,193.196,290.252,1,+469.395,1.0000,+29.7171,D.N.,+14.2059,+0.0687,0,F,106.950897,106.544836,107.276672,106.993843,107.286772,0.000000,1.473450,0.910037,5,10,10,0,15,20,315.84,0.00,543,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
198,283.658437,-30.535166,283.658634,-30.535376,476,293,475.389,292.243,1,+189.197,1.0000,+24.4355,D.N.,+15.1924,+0.1402,0,F,106.645699,106.495025,106.967914,106.633720,106.975505,0.000000,1.275568,0.903924,5,10,10,0,15,20,315.84,0.00,544,3.19,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
199,283.702298,-30.532954,283.702009,-30.533019,340,301,340.896,300.764,1,+1516.60,1.0000,+43.2082,D.N.,+12.9325,+0.0309,0,F,106.895355,106.226040,107.016431,106.688141,107.020962,0.000000,0.985707,0.838858,5,10,10,0,15,20,315.84,0.00,548,3.41,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
200,283.760025,-30.532945,283.759923,-30.532778,161,301,161.316,301.601,1,+811.810,1.0000,+33.2518,D.N.,+13.6111,+0.0445,0,F,106.892792,106.417576,106.993115,106.982933,106.996097,0.000000,0.799607,0.769044,5,10,10,0,15,20,315.84,0.00,551,3.27,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
201,283.716165,-30.532954,283.716386,-30.532488,297,301,296.316,302.678,1,+235.871,1.0000,+21.9181,D.N.,+14.9530,+0.1009,0,F,106.804359,106.888527,106.878295,106.730431,106.881234,0.000000,0.793363,0.700591,5,10,10,0,15,20,315.84,0.00,547,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
202,283.653279,-30.532663,283.653451,-30.532693,492,302,491.464,301.893,1,+177.891,1.0000,+28.1856,D.N.,+15.2593,+0.1720,0,F,106.958290,107.069392,107.253895,106.642479,107.264925,0.000000,1.539686,1.107125,5,10,10,0,15,20,315.84,0.00,533,3.20,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
203,283.802593,-30.532089,283.802527,-30.532036,29,304,29.205,304.191,1,+346.853,1.0000,+25.4426,D.N.,+14.5343,+0.0796,0,F,106.698830,106.732864,106.791939,106.885201,106.795369,0.000000,0.856742,0.777634,5,10,10,0,15,20,315.84,0.00,551,3.06,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
204,283.692946,-30.530175,283.692913,-30.530207,369,311,369.102,310.884,1,+1010.59,1.0000,+35.2009,D.N.,+13.3733,+0.0378,0,F,106.758911,106.394700,106.977010,106.621284,106.982581,0.000000,1.092848,0.675893,5,10,10,0,15,20,315.84,0.00,541,3.06,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
205,283.697461,-30.528509,283.697249,-30.528648,355,317,355.659,316.497,1,+278.771,1.0000,+27.4319,D.N.,+14.7716,+0.1068,0,F,106.914116,106.759814,107.424097,106.663605,107.440560,0.000000,1.882461,0.974809,5,10,10,0,15,20,315.84,0.00,546,16.82,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
206,283.755185,-30.528224,283.753300,-30.527333,176,318,181.845,321.213,1,+1081.78,1.0000,+40.1233,D.N.,+13.2994,+0.0403,0,F,107.112839,107.101362,107.401008,106.992340,107.408819,0.000000,1.296472,1.030936,5,10,10,0,15,20,315.84,0.00,551,3.19,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
207,283.753572,-30.527392,283.753272,-30.527336,181,321,181.931,321.201,1,+1077.54,1.0000,+40.0705,D.N.,+13.3036,+0.0404,0,F,107.112839,107.101362,107.401008,106.994804,107.408819,0.000000,1.296472,1.030936,5,10,10,0,15,20,315.84,0.00,551,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
208,283.706813,-30.526009,283.706671,-30.526046,326,326,326.440,325.868,1,+756.728,1.0000,+33.9761,D.N.,+13.6874,+0.0487,0,F,107.029987,106.967363,107.296698,106.754425,107.303862,0.000000,1.241088,0.893096,5,10,10,0,15,20,315.84,0.00,546,3.05,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
209,283.688432,-30.525452,283.688189,-30.525484,383,328,383.756,327.885,1,+414.012,1.0000,+23.8148,D.N.,+14.3422,+0.0625,0,F,106.741898,106.809221,106.784074,106.639786,106.785843,0.000000,0.615180,0.554780,5,10,10,0,15,20,315.84,0.00,549,3.38,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
210,283.760343,-30.525445,283.760325,-30.525418,160,328,160.058,328.095,1,+556.401,1.0000,+31.7227,D.N.,+14.0212,+0.0619,0,F,107.306419,107.119355,107.509873,107.067871,107.515372,0.000000,1.088433,0.951581,5,10,10,0,15,20,315.84,0.00,551,2.93,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
211,283.702944,-30.524898,283.702850,-30.524985,338,330,338.291,329.689,1,+1499.43,1.0000,+42.3567,D.N.,+12.9449,+0.0307,0,F,106.923195,106.570273,107.063993,106.742958,107.068102,0.000000,0.938829,0.767767,5,10,10,0,15,20,315.84,0.00,542,3.14,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
212,283.736480,-30.523785,283.736326,-30.523868,234,334,234.477,333.701,1,+1474.77,1.0000,+41.8115,D.N.,+12.9629,+0.0308,0,F,107.147888,107.024401,107.338084,106.948524,107.342653,0.000000,0.991377,0.740342,5,10,10,0,15,20,315.84,0.00,545,3.19,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
213,283.722292,-30.522954,283.722326,-30.522928,278,337,277.894,337.092,1,+619.173,1.0000,+28.5869,D.N.,+13.9052,+0.0501,0,F,106.986279,106.727213,107.041470,106.822845,107.043698,0.000000,0.691280,0.631107,5,10,10,0,15,20,315.84,0.00,550,3.42,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
214,283.753893,-30.523225,283.753714,-30.523347,180,336,180.557,335.560,1,+563.162,1.0000,+37.5190,D.N.,+14.0081,+0.0723,0,F,107.672562,107.362453,108.375457,107.198555,108.402748,0.000000,2.434540,1.301527,5,10,10,0,15,20,315.84,0.00,546,3.27,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
215,283.658767,-30.522388,283.658581,-30.522386,475,339,475.577,339.005,1,+312.678,1.0000,+23.9742,D.N.,+14.6470,+0.0832,0,F,106.641678,106.647659,106.737980,106.609863,106.740743,0.000000,0.768731,0.725299,5,10,10,0,15,20,315.84,0.00,547,3.25,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
216,283.689078,-30.521841,283.688950,-30.521929,381,341,381.396,340.683,1,+430.096,1.0000,+24.7801,D.N.,+14.3008,+0.0626,0,F,106.773682,106.564715,106.873337,106.717354,106.876359,0.000000,0.804358,0.607245,5,10,10,0,15,20,315.84,0.00,545,3.17,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
217,283.744218,-30.519894,283.744450,-30.519771,210,348,209.279,348.443,1,+755.000,1.0000,+34.2971,D.N.,+13.6898,+0.0493,0,F,107.474178,106.936833,107.965746,107.274658,107.991012,0.000000,2.338048,0.919882,5,10,10,0,15,20,315.84,0.00,548,3.11,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m54_data/aJ_asky_980819s0370245.fits
