ApertureRA	ApertureDec
283.781528	-30.388768
283.780883	-30.38738
283.733547	-30.386008
283.734835	-30.387674
283.652399	-30.387663
283.686855	-30.386841
283.750291	-30.386281
283.676229	-30.386005
283.756409	-30.385446
283.762849	-30.384888
283.762526	-30.383499
283.745138	-30.384616
283.786033	-30.384599
283.71004	-30.384621
283.760594	-30.383778
283.658198	-30.383221
283.785709	-30.382377
283.70521	-30.38212
283.776371	-30.380993
283.712294	-30.381009
283.729681	-30.38073
283.79891	-30.380425
283.696516	-30.380175
283.746747	-30.379616
283.668825	-30.379891
283.687501	-30.379618
283.732579	-30.377952
283.729359	-30.378508
283.748034	-30.378504
283.7783	-30.377103
283.67752	-30.376561
283.652728	-30.376552
283.739018	-30.376284
283.736442	-30.376563
283.676233	-30.374616
283.77186	-30.375995
283.659811	-30.376277
283.658202	-30.376276
283.749643	-30.375726
283.796651	-30.374593
283.785382	-30.3746
283.736764	-30.37434
283.800514	-30.373757
283.731612	-30.373508
283.655628	-30.372109
283.775398	-30.371549
283.668185	-30.371002
283.802763	-30.369589
283.796967	-30.368481
283.684928	-30.36934
283.778294	-30.367937
283.805658	-30.366809
283.798897	-30.366814
283.758976	-30.365723
283.76477	-30.365443
283.775716	-30.36516
283.654989	-30.364331
283.783764	-30.364323
283.762838	-30.364333
283.694587	-30.362953
283.679778	-30.362395
283.679778	-30.362395
283.777324	-30.361826
283.789234	-30.360431
283.694266	-30.360453
283.658855	-30.358499
283.685253	-30.358229
283.670444	-30.358225
283.662718	-30.357667
283.65467	-30.357942
283.776355	-30.357382
283.720985	-30.356842
283.672054	-30.357115
283.773135	-30.355717
283.717766	-30.356565
283.674631	-30.354615
283.707143	-30.352954
283.802748	-30.352644
283.802102	-30.351256
283.697808	-30.35212
283.777639	-30.351826
283.747702	-30.351838
283.732251	-30.350452
283.680426	-30.350728
283.803389	-30.349866
283.688795	-30.350174
283.719375	-30.348787
283.753173	-30.348781
283.656285	-30.349331
283.714869	-30.348787
283.674311	-30.348782
283.761863	-30.346833
283.737722	-30.346007
283.688153	-30.345452
283.755425	-30.345446
283.748022	-30.345449
283.768944	-30.345163
283.694269	-30.344619
283.770553	-30.344607
283.673347	-30.343226
283.803703	-30.341532
283.689119	-30.342119
283.729996	-30.341564
283.807564	-30.340141
283.693626	-30.339897
283.771193	-30.339051
283.722915	-30.339064
283.717121	-30.339065
283.779239	-30.33877
283.798229	-30.338758
283.683005	-30.338506
283.723236	-30.336564
283.680431	-30.336283
283.680753	-30.334895
	
	
