NGC 6475  Constantine et al. 

 No     X      Y      RA(1950)    Dec(1950)     muX      muY   Prob   V    U-B   B-V

1019  11.94  -1.77 17 50 18.350 -35 02 45.356  0.0042 -0.0051 0.169 11.68  0.07  0.96
1020  12.06  -3.90 17 50 18.936 -35 04 53.271 -0.0009  0.0037 0.421 12.39  0.07  0.63
1021  12.48  -3.10 17 50 20.998 -35 04  5.074  0.0012 -0.0013 0.010 12.93  0.22  1.02
1024  15.40  -0.90 17 50 35.235 -35 01 52.590  0.0025 -0.0015 0.456 11.32  0.01  0.62
1025  18.17  -1.96 17 50 48.791 -35 02 55.667 -0.0004  0.0024 0.516 10.18  0.08  0.40
1026  19.12  -3.44 17 50 43.447 -35 04 24.099  0.0023  0.0101 0.004 12.52  0.09  0.70
1027  27.18  -3.93 17 51 32.866 -35 04 51.486  0.0013  0.0035 0.241  7.95  0.04  0.18
1028  29.97  -2.79 17 51 46.448 -35 03 41.778  0.0037 -0.0065 0.065 10.98  1.55  1.73
1029  30.78  -1.92 17 51 50.391 -35 02 49.160  0.0021 -0.0312 0.000 11.80 -0.03  0.57
1030  30.84  -3.73 17 51 50.718 -35 04 38.092  0.0091  0.0013 0.007 13.10 -0.05  0.81
1031  31.75  -3.65 17 51 55.172 -35 04 32.582  0.0065 -0.0027 0.049 13.18  0.11  0.39
1032  34.99  -0.24 17 52 10.889 -35 01  6.745  0.0009 -0.0001 0.004 12.78  0.12  0.90
1033  37.45  -0.29 17 52 22.928 -35 01  8.911  0.0046  0.0075 0.003  9.43  1.95  1.67
1034  38.59  -4.53 17 52 28.616 -35 05 22.768  0.0036  0.0101 0.000 13.64  0.21  0.45
1035  41.04  -1.54 17 52 40.502 -35 02 22.103  0.0014  0.0042 0.018  7.99  0.10  0.22
1036  41.40  -0.68 17 52 42.224 -35 01 30.213 -0.0145 -0.0777 0.000 11.02  0.14  0.66
1037  41.53  -0.07 17 52 42.805 -35 00 53.417  0.0026  0.0070 0.003 10.68 -0.23  0.37
1038  41.56  -2.42 17 52 43.085 -35 03 14.489  0.0052 -0.0581 0.000 12.49  0.02  0.83
1039  42.41  -1.71 17 52 47.210 -35 02 31.626  0.0015  0.0020 0.017  6.71 -0.10  0.17
1040  43.16  -0.31 17 52 50.788 -35 01  7.041  0.0014  0.0067 0.002 11.41 -0.15  0.02
1041  44.98  -4.05 17 52 59.865 -35 04 50.844  0.0126  0.0070 0.000 12.89  0.09  1.06
1042  48.09  -1.88 17 53 14.960 -35 02 38.672  0.0034  0.0034 0.000 12.99  0.18  0.55
1043  49.76  -1.56 17 53 23.062 -35 02 18.576  0.0083  0.0039 0.000 11.77  0.93  1.78
1044  50.10  -0.83 17 53 24.713 -35 01 34.663  0.0140  0.0010 0.000 11.90  0.05  0.62
