ApertureRA	ApertureDec
268.54273	-34.788229
268.482863	-34.789098
268.439907	-34.785772
268.534949	-34.787402
268.533597	-34.78768
268.415893	-34.787158
268.491317	-34.786317
268.391542	-34.78604
268.468656	-34.785768
268.483199	-34.784375
268.440584	-34.782994
268.438216	-34.782716
268.411497	-34.785213
268.542049	-34.785174
268.536299	-34.784901
268.504845	-34.784921
268.495713	-34.784648
268.466288	-34.785213
268.466288	-34.78438
268.398645	-34.784931
268.396954	-34.784653
268.51905	-34.784357
268.477449	-34.784099
268.451068	-34.784104
268.452421	-34.783549
268.485228	-34.783263
268.443628	-34.783272
268.399661	-34.782709
268.466287	-34.782158
268.466287	-34.780769
268.414542	-34.782436
268.413189	-34.782157
268.390191	-34.781872
268.485902	-34.780485
268.50146	-34.781034
268.477786	-34.780766
268.502813	-34.781033
268.459861	-34.779937
268.51634	-34.779637
268.515324	-34.778249
268.436864	-34.779383
268.535954	-34.779068
268.534264	-34.779347
268.537645	-34.779066
268.524793	-34.778242
268.523439	-34.777132
268.520059	-34.778523
268.519719	-34.777135
268.464595	-34.778547
268.49537	-34.777426
268.428409	-34.777993
268.398986	-34.778265
268.46561	-34.777713
268.439231	-34.776883
268.400001	-34.777154
268.476769	-34.776322
268.497398	-34.776036
268.478121	-34.774932
268.39121	-34.775484
268.389519	-34.774928
268.389858	-34.773817
268.49875	-34.77548
268.443965	-34.774938
268.442951	-34.773549
268.464256	-34.77438
268.512277	-34.774362
268.383095	-34.773536
268.449038	-34.773271
268.412854	-34.772713
268.513289	-34.772416
268.403047	-34.772433
268.431453	-34.771327
268.468651	-34.771602
268.467298	-34.770491
268.502129	-34.771034
268.434159	-34.770771
268.541693	-34.770174
268.44498	-34.770494
268.44498	-34.769105
268.491645	-34.769372
268.47609	-34.768822
268.50145	-34.767979
268.436864	-34.768272
268.50889	-34.767975
268.507199	-34.767976
268.383776	-34.766314
268.40846	-34.76799
268.386143	-34.766871
268.488262	-34.767429
268.405417	-34.766322
268.503816	-34.766311
268.433483	-34.766327
268.431792	-34.766049
268.380395	-34.766312
268.378366	-34.765756
268.416914	-34.765769
268.539996	-34.765175
268.433483	-34.764938
268.43213	-34.763827
268.381072	-34.764924
268.500433	-34.764646
268.501109	-34.763534
268.517339	-34.763525
268.437541	-34.76216
268.435174	-34.76216
268.491641	-34.762705
268.52579	-34.761575
268.47541	-34.762155
268.440246	-34.761605
268.492316	-34.761594
268.518688	-34.759358
268.416578	-34.759103
268.46628	-34.758547
268.528154	-34.75824
268.419283	-34.758548
268.530182	-34.757683
268.528828	-34.756295
268.43044	-34.757716
268.430779	-34.756049
268.445317	-34.755771
268.488255	-34.755762
268.486565	-34.755485
268.404407	-34.755766
268.432807	-34.755771
268.453769	-34.754937
268.387842	-34.753816
268.534573	-34.754346
268.535586	-34.753234
268.426046	-34.754382
268.424693	-34.753548
268.510568	-34.753807
268.472702	-34.753267
268.478449	-34.752432
268.442612	-34.753549
268.442274	-34.752438
268.437879	-34.752438
268.479462	-34.749654
268.475068	-34.752711
268.527809	-34.751574
268.397985	-34.751875
268.398662	-34.750487
268.51158	-34.751029
268.387844	-34.749927
268.386491	-34.751037
268.476081	-34.749655
268.444641	-34.750494
268.409819	-34.750768
268.408129	-34.749656
268.4061	-34.749656
268.406101	-34.748267
268.454444	-34.748271
268.453092	-34.747993
268.436527	-34.748271
268.490617	-34.747428
268.484532	-34.74743
268.526451	-34.746852
268.524083	-34.745465
268.524761	-34.747131
268.522056	-34.746022
268.524757	-34.742965
268.437541	-34.746883
268.43416	-34.746883
268.43247	-34.745771
268.412187	-34.746602
268.454106	-34.746326
268.398664	-34.746598
268.378381	-34.746034
268.486221	-34.746041
268.420638	-34.744937
268.392918	-34.745485
268.392243	-34.74354
268.470332	-34.744657
268.463909	-34.74438
268.434837	-34.744383
268.434499	-34.74216
268.433823	-34.740771
268.47405	-34.742989
268.385483	-34.742426
268.540983	-34.742952
268.53963	-34.741842
268.380074	-34.742701
268.379398	-34.74159
268.379061	-34.740201
268.438893	-34.741605
268.397652	-34.742153
268.542672	-34.74184
268.507515	-34.741309
268.505148	-34.739643
268.425372	-34.741604
268.426724	-34.740771
268.400019	-34.741598
268.509543	-34.740752
268.473711	-34.740211
268.428076	-34.740771
268.542332	-34.739896
268.520021	-34.739357
268.49095	-34.739372
268.490949	-34.737706
268.47202	-34.738267
268.408809	-34.738823
268.451062	-34.738827
268.44971	-34.738549
268.403401	-34.736877
268.486217	-34.737707
268.48554	-34.736041
268.398669	-34.737709
268.429091	-34.737438
268.528807	-34.736573
268.44464	-34.736327
268.445654	-34.736049
268.40712	-34.7366
268.48385	-34.736319
268.51596	-34.734915
268.479117	-34.73521
268.435851	-34.735494
268.459512	-34.735492
268.429091	-34.734938
268.535227	-34.734624
268.470329	-34.734379
268.38515	-34.73437
268.538606	-34.733788
268.481145	-34.73382
268.386502	-34.733537
268.477088	-34.732988
268.476073	-34.7316
268.541307	-34.731285
268.492297	-34.73076
268.49162	-34.729372
268.481143	-34.731042
268.404418	-34.730488
268.402052	-34.731043
268.400362	-34.730209
268.400363	-34.728821
268.498043	-34.73048
268.493987	-34.730204
268.439232	-34.730772
268.409488	-34.73049
268.379407	-34.730201
268.377717	-34.7302
268.441936	-34.729938
268.440246	-34.72966
268.420304	-34.72827
268.398673	-34.728542
268.537585	-34.727677
268.512912	-34.727972
268.517304	-34.727159
268.517304	-34.727159
268.492294	-34.726316
268.378058	-34.726033
268.445653	-34.725494
268.443963	-34.724938
268.397323	-34.724931
268.37941	-34.725479
268.379411	-34.724367
268.418953	-34.724936
268.417264	-34.724103
268.398675	-34.725209
268.422671	-34.724381
268.480126	-34.724098
268.459172	-34.724103
268.390226	-34.724095
268.485533	-34.724096
268.484181	-34.723819
268.396648	-34.723264
268.396649	-34.722153
268.415574	-34.722436
268.40307	-34.72271
268.530144	-34.722683
268.51088	-34.722418
268.528115	-34.722129
268.497361	-34.722425
268.497022	-34.721314
268.50074	-34.721868
268.542308	-34.721007
268.542307	-34.719896
268.503781	-34.720199
268.50547	-34.719643
268.467958	-34.720213
268.4906	-34.719372
268.44768	-34.719382
268.447004	-34.716882
268.506821	-34.719087
268.540616	-34.718786
268.48046	-34.716876
268.541628	-34.717396
268.431121	-34.717438
268.488908	-34.716317
268.48688	-34.715485
268.486541	-34.713263
268.451735	-34.716049
268.441935	-34.715494
268.474714	-34.714656
268.530473	-34.715183
268.503101	-34.714644
268.518306	-34.713247
268.463901	-34.714103
268.392598	-34.713818
268.446666	-34.713827
268.418618	-34.71327
268.51932	-34.712968
268.425039	-34.711326
268.537904	-34.711844
268.507153	-34.711864
268.388206	-34.711594
268.399358	-34.711042
268.524386	-34.710743
268.512897	-34.71075
268.511207	-34.710195
268.486539	-34.709652
268.480795	-34.710487
268.395641	-34.710486
268.381449	-34.710757
268.421998	-34.710492
268.38449	-34.710759
268.382801	-34.709925
268.406792	-34.709934
268.406117	-34.7091
268.406455	-34.707711
268.538576	-34.70851
268.412875	-34.708824
268.526412	-34.708797
268.443963	-34.708549
268.431798	-34.708549
268.43315	-34.708271
268.494309	-34.706315
268.464912	-34.707991
268.46525	-34.70688
268.408483	-34.707712
268.532153	-34.706293
268.496337	-34.707425
268.482483	-34.706598
268.383816	-34.707425
268.404428	-34.707155
268.403415	-34.706044
268.51661	-34.705748
268.462547	-34.706325
268.455451	-34.705493
268.447679	-34.704938
268.411863	-34.704935
268.534516	-34.704068
268.470656	-34.704657
268.415918	-34.704936
268.522014	-34.704077
268.50985	-34.703807
268.413552	-34.70438
268.500389	-34.703812
268.439232	-34.703827
268.39801	-34.703264
268.382129	-34.703535
268.451396	-34.702993
268.491266	-34.702705
268.47302	-34.702156
268.470655	-34.702434
268.516944	-34.702414
268.42673	-34.70216
268.479439	-34.701321
268.428082	-34.700771
	
	
