Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Flags,Image
11,268.518895,-34.977135,268.519142,-34.975837,85,19,84.268,23.675,1,+5357.56,1.0000,+108.699,D.N.,+10.5756,+0.0220,0,F,442.676651,442.148093,445.537629,442.528412,445.680403,0.000000,11.290440,3.603943,5,10,10,0,15,20,315.84,0.00,550,15.87,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
12,268.519233,-34.975746,268.519134,-34.975837,84,24,84.294,23.675,1,+5353.68,1.0000,+108.682,D.N.,+10.5764,+0.0220,0,F,442.676651,442.148093,445.537629,442.540680,445.680403,0.000000,11.290440,3.603943,5,10,10,0,15,20,315.84,0.00,550,3.00,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
13,268.514149,-34.976583,268.514139,-34.976495,99,21,99.027,21.315,1,+6795.59,1.0000,+229.724,D.N.,+10.3174,+0.0367,0,F,443.844025,441.793592,450.299244,442.592041,450.576415,0.000000,15.816170,9.619365,5,10,10,0,15,20,315.84,0.00,551,2.89,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
14,268.483637,-34.975209,268.483644,-34.975274,189,26,188.979,25.766,1,+53033.4,1.0000,+261.440,D.N.,+8.0866,+0.0054,0,F,444.338989,443.120104,447.570334,443.163086,447.649830,0.000000,8.443769,5.539290,5,10,10,0,15,20,315.84,0.00,544,3.14,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
15,268.478892,-34.976043,268.478819,-34.975668,203,23,203.215,24.352,1,+3809.78,1.0000,+281.903,D.N.,+10.9458,+0.0803,0,F,446.923233,443.579326,461.750006,443.247070,464.490373,0.000000,50.426635,12.343773,5,10,10,0,15,20,315.84,0.00,552,15.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
16,268.479230,-34.974932,268.478790,-34.975667,202,27,203.300,24.354,1,+3711.03,1.0000,+281.728,D.N.,+10.9743,+0.0824,0,F,446.923233,443.579326,461.750006,443.242554,464.490373,0.000000,50.426635,12.343773,5,10,10,0,15,20,315.84,0.00,552,4.59,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
17,268.403633,-34.975766,268.403667,-34.975697,425,24,424.898,24.251,1,+11059.4,1.0000,+186.527,D.N.,+9.7887,+0.0183,0,F,445.178833,443.716477,448.175323,442.976013,448.245277,0.000000,7.926152,6.901955,5,10,10,0,15,20,315.84,0.00,547,2.96,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
18,268.389734,-34.975483,268.389591,-34.975653,466,25,466.421,24.390,1,+1861.26,1.0000,+78.5746,D.N.,+11.7235,+0.0458,0,F,443.281769,443.098023,446.624454,442.823151,446.807119,0.000000,12.786545,2.945129,5,10,10,0,15,20,315.84,0.00,550,3.56,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
19,268.470416,-34.975768,268.470431,-34.975534,228,24,227.957,24.841,1,+7450.42,1.0000,+202.936,D.N.,+10.2175,+0.0296,0,F,445.697647,442.117545,454.989508,443.374969,456.474071,0.000000,36.818216,8.242173,5,10,10,0,15,20,315.84,0.00,552,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
20,268.534486,-34.973513,268.534323,-34.973607,39,32,39.482,31.664,1,+2142.36,1.0000,+235.640,D.N.,+11.5708,+0.1194,0,F,445.308380,443.634173,454.276269,442.442566,454.997564,0.000000,25.633233,10.341006,5,10,10,0,15,20,315.84,0.00,544,3.70,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
21,268.462958,-34.974103,268.464360,-34.973137,250,30,245.864,33.477,1,+26095.4,1.0000,+306.329,D.N.,+8.8566,+0.0127,0,F,447.723068,444.758952,456.859432,443.513123,457.601546,0.000000,26.074664,11.641059,5,10,10,0,15,20,315.84,0.00,542,5.84,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
22,268.458890,-34.974104,268.458922,-34.974037,262,30,261.904,30.239,1,+6934.27,1.0000,+326.646,D.N.,+10.2955,+0.0511,0,F,446.722870,443.311659,463.594195,443.534332,466.936212,0.000000,55.817056,14.150775,5,10,10,0,15,20,315.84,0.00,547,3.00,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
23,268.519570,-34.973246,268.518642,-34.973001,83,33,85.736,33.885,1,+3566.65,1.0000,+103.854,D.N.,+11.0173,+0.0316,0,F,443.341522,442.286022,447.119648,442.569244,447.466094,0.000000,17.620757,3.809124,5,10,10,0,15,20,315.84,0.00,549,11.89,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
24,268.518214,-34.973247,268.518653,-34.972998,87,33,85.703,33.897,1,+3546.53,1.0000,+103.757,D.N.,+11.0235,+0.0318,0,F,443.341522,442.286022,447.119648,442.575806,447.466094,0.000000,17.620757,3.809124,5,10,10,0,15,20,315.84,0.00,549,4.75,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
25,268.517874,-34.972414,268.518648,-34.972998,88,36,85.718,33.896,1,+3543.61,1.0000,+103.743,D.N.,+11.0244,+0.0318,0,F,443.341522,442.286022,447.119648,442.585052,447.466094,0.000000,17.620757,3.809124,5,10,10,0,15,20,315.84,0.00,549,5.19,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
26,268.464314,-34.973269,268.464343,-34.973137,246,33,245.913,33.476,1,+26093.6,1.0000,+306.326,D.N.,+8.8567,+0.0127,0,F,447.723068,444.758952,456.859432,443.502441,457.601546,0.000000,26.074664,11.641059,5,10,10,0,15,20,315.84,0.00,542,3.13,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
27,268.385667,-34.972982,268.385423,-34.972941,478,34,478.720,34.147,1,+7348.90,1.0000,+120.443,D.N.,+10.2324,+0.0178,0,F,443.373383,441.464821,446.102173,442.847565,446.183958,0.000000,8.550419,3.787811,5,10,10,0,15,20,315.84,0.00,545,14.78,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
28,268.539229,-34.971010,268.538917,-34.970372,25,41,25.917,43.297,1,+1726.69,1.0000,+107.928,D.N.,+11.8050,+0.0679,0,F,443.138336,440.812071,445.380991,442.397430,445.436527,0.000000,7.040120,4.456624,5,10,10,0,15,20,315.84,0.00,543,3.39,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
29,268.538888,-34.969621,268.538903,-34.970379,26,46,25.958,43.270,1,+1724.14,1.0000,+107.916,D.N.,+11.8066,+0.0680,0,F,443.138336,440.812071,445.380991,442.405090,445.436527,0.000000,7.040120,4.456624,5,10,10,0,15,20,315.84,0.00,543,5.58,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
30,268.529397,-34.970462,268.529185,-34.970442,54,43,54.628,43.072,1,+6883.21,1.0000,+115.227,D.N.,+10.3035,+0.0182,0,F,443.391815,442.016130,445.862948,442.553314,445.942806,0.000000,8.446953,3.570355,5,10,10,0,15,20,315.84,0.00,537,3.60,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
31,268.410754,-34.969935,268.410833,-34.969686,404,45,403.767,45.897,1,+27702.2,1.0000,+238.587,D.N.,+8.7917,+0.0094,0,F,446.141357,442.946713,451.823349,443.017792,452.276922,0.000000,20.268718,7.668719,5,10,10,0,15,20,315.84,0.00,551,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
32,268.408720,-34.969379,268.410857,-34.969685,410,47,403.696,45.900,1,+27693.5,1.0000,+238.568,D.N.,+8.7921,+0.0094,0,F,446.141357,442.946713,451.823349,442.997925,452.276922,0.000000,20.268718,7.668719,5,10,10,0,15,20,315.84,0.00,551,7.96,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
33,268.411433,-34.968268,268.410852,-34.969689,402,51,403.710,45.885,1,+27703.8,1.0000,+238.590,D.N.,+8.7917,+0.0094,0,F,446.141357,442.946713,451.823349,442.989319,452.276922,0.000000,20.268718,7.668719,5,10,10,0,15,20,315.84,0.00,551,17.41,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
34,268.458889,-34.969937,268.458989,-34.969837,262,45,261.705,45.360,1,+4433.75,1.0000,+399.052,D.N.,+10.7811,+0.0977,0,F,448.737396,445.243609,468.278298,443.601837,471.416456,0.000000,54.353221,17.651032,5,10,10,0,15,20,315.84,0.00,551,2.98,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
35,268.385330,-34.969926,268.385475,-34.969854,479,45,478.575,45.260,1,+15776.8,1.0000,+163.878,D.N.,+9.4030,+0.0113,0,F,443.903503,442.941873,447.528396,442.867676,447.669155,0.000000,11.235624,4.712592,5,10,10,0,15,20,315.84,0.00,545,3.16,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
36,268.381941,-34.969924,268.382184,-34.969627,489,45,488.282,46.071,1,+10097.6,1.0000,+206.686,D.N.,+9.8875,+0.0222,0,F,445.281006,441.626110,450.541138,442.849335,450.776846,0.000000,14.588791,8.105295,5,10,10,0,15,20,315.84,0.00,552,15.56,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
37,268.451092,-34.969382,268.451194,-34.969470,285,47,284.700,46.685,1,+36637.2,1.0000,+240.567,D.N.,+8.4882,+0.0071,0,F,444.607727,442.500220,448.734101,443.495087,448.857041,0.000000,10.514383,6.524286,5,10,10,0,15,20,315.84,0.00,545,3.21,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
38,268.387704,-34.969649,268.385496,-34.969851,472,46,478.513,45.272,1,+15747.8,1.0000,+163.790,D.N.,+9.4050,+0.0113,0,F,443.903503,442.941873,447.528396,442.883209,447.669155,0.000000,11.235624,4.712592,5,10,10,0,15,20,315.84,0.00,545,17.62,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
39,268.420246,-34.968826,268.419977,-34.968746,376,49,376.792,49.287,1,+4182.61,1.0000,+226.096,D.N.,+10.8444,+0.0587,0,F,446.211395,444.274916,452.541999,443.061615,452.931444,0.000000,18.795650,9.709493,5,10,10,0,15,20,315.84,0.00,548,3.24,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
40,268.403297,-34.968544,268.403134,-34.968221,426,50,426.482,51.163,1,+6481.52,1.0000,+155.145,D.N.,+10.3688,+0.0260,0,F,444.458511,442.587024,448.162827,442.971802,448.269577,0.000000,9.791260,5.947601,5,10,10,0,15,20,315.84,0.00,550,15.99,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
41,268.402959,-34.967433,268.403152,-34.968221,427,54,426.428,51.163,1,+6481.39,1.0000,+155.144,D.N.,+10.3688,+0.0260,0,F,444.458511,442.587024,448.162827,442.972198,448.269577,0.000000,9.791260,5.947601,5,10,10,0,15,20,315.84,0.00,550,3.09,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
42,268.424652,-34.968271,268.424590,-34.968071,363,51,363.185,51.720,1,+4059.44,1.0000,+255.489,D.N.,+10.8768,+0.0683,0,F,445.581207,443.520572,453.490464,443.108551,453.938227,0.000000,20.175562,11.095795,5,10,10,0,15,20,315.84,0.00,550,3.02,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
43,268.503972,-34.967977,268.504262,-34.967910,129,52,128.145,52.241,1,+1678.85,1.0000,+151.070,D.N.,+11.8355,+0.0977,0,F,444.172775,443.941555,447.869077,442.533356,447.980827,0.000000,10.014582,6.529640,5,10,10,0,15,20,315.84,0.00,554,3.86,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
44,268.468041,-34.967157,268.468156,-34.966990,235,55,234.660,55.604,1,+70383.1,1.0000,+285.959,D.N.,+7.7793,+0.0044,0,F,445.998810,442.585141,448.032257,443.503571,448.101658,0.000000,7.893526,4.774921,5,10,10,0,15,20,315.84,0.00,543,3.42,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
45,268.410077,-34.967990,268.410859,-34.969684,406,52,403.691,45.904,1,+27700.2,1.0000,+238.582,D.N.,+8.7918,+0.0094,0,F,446.141357,442.946713,451.823349,442.981903,452.276922,0.000000,20.268718,7.668719,5,10,10,0,15,20,315.84,0.00,551,17.70,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
46,268.537529,-34.967122,268.537430,-34.967151,30,55,30.293,54.898,1,+2085.86,1.0000,+169.538,D.N.,+11.5998,+0.0882,0,F,444.380768,442.115583,448.544807,442.439575,448.667273,0.000000,10.491877,7.312344,5,10,10,0,15,20,315.84,0.00,546,3.95,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
47,268.410755,-34.966601,268.410815,-34.969685,404,57,403.821,45.900,1,+27732.8,1.0000,+238.651,D.N.,+8.7905,+0.0093,0,F,446.141357,442.946713,451.823349,442.957947,452.276922,0.000000,20.268718,7.668719,5,10,10,0,15,20,315.84,0.00,551,100.62,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
48,268.404993,-34.966044,268.405000,-34.966085,421,59,420.980,58.852,1,+9817.81,1.0000,+329.733,D.N.,+9.9180,+0.0365,0,F,445.297943,442.383582,464.008499,442.967133,466.976516,0.000000,52.614512,14.066129,5,10,10,0,15,20,315.84,0.00,542,3.05,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
49,268.529393,-34.966295,268.529383,-34.965878,54,58,54.026,59.501,1,+2950.22,1.0000,+215.624,D.N.,+11.2234,+0.0794,0,F,444.862137,441.609987,454.064281,442.633606,454.926451,0.000000,28.020501,9.339412,5,10,10,0,15,20,315.84,0.00,544,17.17,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
50,268.529053,-34.965184,268.529387,-34.965874,55,62,54.015,59.514,1,+2940.14,1.0000,+215.601,D.N.,+11.2271,+0.0796,0,F,444.862137,441.609987,454.064281,442.663635,454.926451,0.000000,28.020501,9.339412,5,10,10,0,15,20,315.84,0.00,544,4.15,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
51,268.490412,-34.966039,268.490462,-34.965854,169,59,168.852,59.668,1,+4502.96,1.0000,+125.634,D.N.,+10.7643,+0.0303,0,F,443.845139,443.180264,447.938665,442.917847,448.168170,0.000000,14.353986,4.760078,5,10,10,0,15,20,315.84,0.00,548,12.78,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
52,268.515156,-34.966027,268.516490,-34.965200,96,59,92.062,61.973,1,+5509.64,1.0000,+138.627,D.N.,+10.5452,+0.0273,0,F,444.048004,442.388527,454.238990,442.613892,456.569716,0.000000,46.116370,5.248897,5,10,10,0,15,20,315.84,0.00,549,20.43,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
53,268.481259,-34.965487,268.481117,-34.965468,196,61,196.419,61.067,1,+41655.1,1.0000,+214.965,D.N.,+8.3488,+0.0056,0,F,443.993118,443.536214,445.167777,443.196808,445.184086,0.000000,3.814183,3.020659,5,10,10,0,15,20,315.84,0.00,544,2.97,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
54,268.484649,-34.965208,268.484919,-34.965193,186,62,185.204,62.056,1,+11781.6,1.0000,+195.568,D.N.,+9.7200,+0.0180,0,F,446.544327,444.541385,450.017231,443.095001,450.120378,0.000000,9.644527,7.290833,5,10,10,0,15,20,315.84,0.00,548,16.00,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
55,268.516511,-34.965192,268.516489,-34.965200,92,62,92.064,61.974,1,+5503.30,1.0000,+138.604,D.N.,+10.5464,+0.0273,0,F,444.048004,442.388527,454.238990,442.633789,456.569716,0.000000,46.116370,5.248897,5,10,10,0,15,20,315.84,0.00,549,3.12,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
56,268.501936,-34.964923,268.502066,-34.964767,135,63,134.616,63.560,1,+13576.2,1.0000,+142.652,D.N.,+9.5661,+0.0114,0,F,443.375092,441.846371,444.941360,442.534698,444.969695,0.000000,5.026095,3.685987,5,10,10,0,15,20,315.84,0.00,546,3.17,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
57,268.388045,-34.965205,268.387940,-34.965235,471,62,471.312,61.891,1,+4668.48,1.0000,+150.541,D.N.,+10.7251,+0.0350,0,F,443.644165,442.246002,450.593964,442.930328,451.258759,0.000000,24.508065,6.009785,5,10,10,0,15,20,315.84,0.00,547,3.34,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
58,268.542950,-34.964895,268.542919,-34.964919,14,63,14.092,62.916,1,+2436.31,1.0000,+193.693,D.N.,+11.4312,+0.0863,0,F,444.292511,442.516415,449.769902,442.308685,449.970243,0.000000,13.444648,7.883562,5,10,10,0,15,20,305.12,0.00,359,3.26,2,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
59,268.451431,-34.964938,268.451993,-34.964707,284,63,282.341,63.831,1,+2005.63,1.0000,+220.810,D.N.,+11.6424,+0.1195,0,F,445.816376,446.484582,465.218956,443.543274,473.728165,0.000000,89.466923,9.687051,5,10,10,0,15,20,315.84,0.00,547,19.13,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
60,268.423297,-34.964659,268.421439,-34.964659,367,64,372.483,63.999,1,+7280.19,1.0000,+153.702,D.N.,+10.2426,+0.0229,0,F,444.499908,442.340334,449.733268,443.000183,450.047274,0.000000,16.824204,5.727649,5,10,10,0,15,20,315.84,0.00,547,80.88,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
61,268.421264,-34.964659,268.421442,-34.964658,373,64,372.473,64.004,1,+7292.98,1.0000,+153.744,D.N.,+10.2407,+0.0229,0,F,444.499908,442.340334,449.733268,442.960022,450.047274,0.000000,16.824204,5.727649,5,10,10,0,15,20,315.84,0.00,547,2.91,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
62,268.402282,-34.964655,268.402139,-34.964742,429,64,429.422,63.687,1,+6267.01,1.0000,+123.028,D.N.,+10.4053,+0.0213,0,F,443.890656,442.520099,445.608713,442.980164,445.643600,0.000000,5.581265,4.212108,5,10,10,0,15,20,315.84,0.00,542,13.84,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
63,268.386012,-34.964649,268.385867,-34.964674,477,64,477.429,63.907,1,+4644.03,1.0000,+160.614,D.N.,+10.7308,+0.0375,0,F,445.193481,442.225727,451.738468,442.911469,452.338744,0.000000,23.317080,6.520322,5,10,10,0,15,20,315.84,0.00,549,3.51,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
64,268.488716,-34.964095,268.488727,-34.964043,174,66,173.967,66.187,1,+5177.24,1.0000,+142.210,D.N.,+10.6128,+0.0298,0,F,443.793884,443.098769,446.736678,442.960938,446.794904,0.000000,7.219576,5.495541,5,10,10,0,15,20,315.84,0.00,547,4.39,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
65,268.467701,-34.964380,268.467806,-34.964292,236,65,235.689,65.316,1,+44547.6,1.0000,+265.850,D.N.,+8.2759,+0.0065,0,F,445.818756,445.034015,450.209156,443.542206,450.368177,0.000000,11.978065,7.239509,5,10,10,0,15,20,315.84,0.00,546,14.32,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
66,268.452448,-34.964382,268.452001,-34.964704,281,65,282.317,63.840,1,+1996.68,1.0000,+220.789,D.N.,+11.6472,+0.1201,0,F,445.816376,446.484582,465.218956,443.568176,473.728165,0.000000,89.466923,9.687051,5,10,10,0,15,20,315.84,0.00,547,30.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
67,268.424992,-34.964382,268.421451,-34.964659,362,65,372.446,64.000,1,+7271.56,1.0000,+153.674,D.N.,+10.2439,+0.0229,0,F,444.499908,442.340334,449.733268,443.027527,450.047274,0.000000,16.824204,5.727649,5,10,10,0,15,20,315.84,0.00,547,14.66,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
68,268.410078,-34.964379,268.410211,-34.964219,406,65,405.608,65.575,1,+12899.5,1.0000,+320.817,D.N.,+9.6216,+0.0270,0,F,446.127716,442.412862,459.849232,442.923096,461.442901,0.000000,38.353081,13.410544,5,10,10,0,15,20,315.84,0.00,540,3.20,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
69,268.512442,-34.963806,268.513342,-34.961614,104,67,101.339,74.889,1,+24809.0,1.0000,+218.564,D.N.,+8.9115,+0.0096,0,F,444.308868,441.702987,449.170195,442.578156,449.405629,0.000000,14.558142,6.797842,5,10,10,0,15,20,315.84,0.00,551,11.68,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aK_asky_980815s0140221.fits
