Number,ApertureRA,ApertureDec,CentroidRA,CentroidDec,ApertureX,ApertureY,CentroidX,CentroidY,CentroidFlag,SourceIntensity,ApertureCorr,SourceUncertainty,DataUnits,Magnitude,MagUncertainty,SourceModel,SkyModel,SkyMedian,SkyMode,SkyAverage,SkyLocalNonAnnulusBkg,SkyRMS,SkyCustom,SkySigma,SkyScale,RadiusCentroid,ApertureMajorRadius,ApertureMinorRadius,ApertureRotationAngle,SkyRadiusInner,SkyRadiusOuter,ApertureNumPixels,ApertureNumRejected,SkyNumPixels,RadialProfileFWHM,Flags,Image
1,268.464315,-34.979103,268.464106,-34.979022,246,12,246.618,12.292,1,+6103.35,1.0000,+253.685,D.N.,+11.4835,+0.0451,0,F,157.137283,154.594241,163.818103,154.093658,164.800568,0.000000,17.990997,10.123633,5,10,10,0,15,20,315.84,0.00,395,3.15,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
2,268.463976,-34.977436,268.464054,-34.979025,247,18,246.772,12.279,1,+6174.73,1.0000,+253.825,D.N.,+11.4709,+0.0446,0,F,157.137283,154.594241,163.818103,154.020935,164.800568,0.000000,17.990997,10.123633,5,10,10,0,15,20,315.84,0.00,395,16.44,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
3,268.428380,-34.978549,268.427935,-34.976970,352,14,353.313,19.684,1,+6293.21,1.0000,+136.284,D.N.,+11.4502,+0.0235,0,F,155.386307,152.605603,157.476101,153.609238,157.601404,0.000000,6.289159,4.951308,5,10,10,0,15,20,315.84,0.00,539,3.24,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
4,268.428041,-34.976604,268.427901,-34.976973,353,21,353.411,19.675,1,+6309.86,1.0000,+136.345,D.N.,+11.4474,+0.0235,0,F,155.386307,152.605603,157.476101,153.561783,157.601404,0.000000,6.289159,4.951308,5,10,10,0,15,20,315.84,0.00,539,3.24,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
5,268.421599,-34.979381,268.419800,-34.979199,372,11,377.307,11.655,1,+6343.83,1.0000,+118.009,D.N.,+11.4415,+0.0202,0,F,154.056427,152.692827,155.372799,153.780365,155.447752,0.000000,4.832815,3.652429,5,10,10,0,15,20,315.84,0.00,395,17.29,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
6,268.419904,-34.979103,268.419800,-34.979205,377,12,377.307,11.633,1,+6336.14,1.0000,+117.977,D.N.,+11.4428,+0.0202,0,F,154.056427,152.692827,155.372799,153.806168,155.447752,0.000000,4.832815,3.652429,5,10,10,0,15,20,315.84,0.00,395,3.15,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
7,268.380239,-34.978535,268.380002,-34.978527,494,14,494.700,14.029,1,+2172.52,1.0000,+91.7693,D.N.,+12.6050,+0.0459,0,F,153.745865,151.745401,155.192479,153.762772,155.261889,0.000000,4.649218,3.167679,5,10,10,0,15,20,315.84,0.00,325,3.17,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
8,268.509065,-34.978252,268.508477,-34.978278,114,15,115.735,14.910,1,+3077.50,1.0000,+181.893,D.N.,+12.2269,+0.0642,0,F,155.313126,152.871841,162.295685,153.936295,163.972369,0.000000,23.415393,7.454434,5,10,10,0,15,20,315.84,0.00,445,4.19,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
9,268.539575,-34.977398,268.539078,-34.977404,24,18,25.466,17.981,1,+2740.78,1.0000,+132.475,D.N.,+12.3527,+0.0525,0,F,155.701591,153.362288,159.610983,153.882339,160.033974,0.000000,11.639315,5.376950,5,10,10,0,15,20,315.84,0.00,508,3.09,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
10,268.531099,-34.976849,268.530858,-34.976880,49,20,49.713,19.889,1,+7655.22,1.0000,+126.195,D.N.,+11.2375,+0.0179,0,F,155.024872,152.689159,157.060554,153.973679,157.216511,0.000000,7.007424,4.071526,5,10,10,0,15,20,315.84,0.00,545,3.23,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
11,268.518895,-34.977135,268.519143,-34.975858,85,19,84.265,23.597,1,+5316.57,1.0000,+120.702,D.N.,+11.6333,+0.0246,0,F,154.582634,153.988370,157.941124,153.989761,158.499467,0.000000,13.304298,4.313774,5,10,10,0,15,20,315.84,0.00,550,15.89,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
12,268.519233,-34.975746,268.519156,-34.975860,84,24,84.228,23.591,1,+5318.62,1.0000,+120.711,D.N.,+11.6329,+0.0246,0,F,154.582634,153.988370,157.941124,153.983261,158.499467,0.000000,13.304298,4.313774,5,10,10,0,15,20,315.84,0.00,550,2.87,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
13,268.514149,-34.976583,268.514141,-34.976504,99,21,99.023,21.284,1,+7754.43,1.0000,+246.504,D.N.,+11.2235,+0.0345,0,F,155.788818,152.810094,162.596700,153.956207,163.382637,0.000000,16.020795,10.325386,5,10,10,0,15,20,315.84,0.00,550,3.02,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
14,268.483637,-34.975209,268.483580,-34.975257,189,26,189.170,25.827,1,+42118.3,1.0000,+249.041,D.N.,+9.3862,+0.0064,0,F,155.828796,154.218089,159.534429,154.177551,159.840014,0.000000,9.888143,6.316341,5,10,10,0,15,20,315.84,0.00,545,2.97,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
15,268.478892,-34.976043,268.478750,-34.975710,203,23,203.418,24.200,1,+4038.16,1.0000,+288.923,D.N.,+11.9319,+0.0777,0,F,158.052132,155.952953,171.074047,154.155746,175.731393,0.000000,40.225915,12.648293,5,10,10,0,15,20,315.84,0.00,552,15.19,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
16,268.479230,-34.974932,268.478723,-34.975710,202,27,203.496,24.201,1,+4040.09,1.0000,+288.927,D.N.,+11.9314,+0.0776,0,F,158.052132,155.952953,171.074047,154.149628,175.731393,0.000000,40.225915,12.648293,5,10,10,0,15,20,315.84,0.00,552,6.95,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
17,268.403633,-34.975766,268.403702,-34.975738,425,24,424.795,24.102,1,+8761.22,1.0000,+198.004,D.N.,+11.0910,+0.0245,0,F,156.225166,154.485125,159.822613,153.490784,160.059542,0.000000,8.713720,7.809286,5,10,10,0,15,20,315.84,0.00,544,3.10,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
18,268.389734,-34.975483,268.389597,-34.975714,466,25,466.402,24.168,1,+2126.23,1.0000,+83.2837,D.N.,+12.6284,+0.0425,0,F,154.532112,153.783442,157.282105,153.477798,157.699472,0.000000,11.476170,3.110275,5,10,10,0,15,20,315.84,0.00,550,3.98,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
19,268.470416,-34.975768,268.470453,-34.975548,228,24,227.893,24.791,1,+6783.15,1.0000,+194.004,D.N.,+11.3688,+0.0311,0,F,157.219147,153.290649,164.408172,154.037842,166.669705,0.000000,27.387999,7.882672,5,10,10,0,15,20,315.84,0.00,552,3.21,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
20,268.534486,-34.973513,268.534347,-34.973626,39,32,39.410,31.594,1,+2226.99,1.0000,+286.742,D.N.,+12.5781,+0.1398,0,F,157.335312,153.968570,167.899498,153.939362,170.466245,0.000000,29.497384,12.662886,5,10,10,0,15,20,315.84,0.00,545,10.79,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
21,268.462958,-34.974103,268.464332,-34.973140,250,30,245.945,33.466,1,+18815.4,1.0000,+272.005,D.N.,+10.2611,+0.0157,0,F,158.211105,154.436749,166.778027,153.862366,168.388014,0.000000,23.251028,10.505561,5,10,10,0,15,20,315.84,0.00,542,1.59,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
22,268.458890,-34.974104,268.458868,-34.974040,262,30,262.064,30.229,1,+6181.75,1.0000,+332.978,D.N.,+11.4696,+0.0585,0,F,158.250809,153.675651,172.162200,153.784210,177.346058,0.000000,42.604220,14.496175,5,10,10,0,15,20,315.84,0.00,547,3.05,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
23,268.519570,-34.973246,268.518649,-34.973051,83,33,85.715,33.705,1,+4064.93,1.0000,+124.101,D.N.,+11.9248,+0.0331,0,F,154.797928,153.624411,158.873903,153.970016,159.787926,0.000000,17.082093,4.770119,5,10,10,0,15,20,315.84,0.00,547,3.52,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
24,268.518214,-34.973247,268.518653,-34.973053,87,33,85.703,33.696,1,+4107.93,1.0000,+124.275,D.N.,+11.9133,+0.0328,0,F,154.797928,153.624411,158.873903,153.960907,159.787926,0.000000,17.082093,4.770119,5,10,10,0,15,20,315.84,0.00,547,4.91,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
25,268.517874,-34.972414,268.518635,-34.973056,88,36,85.755,33.687,1,+4127.23,1.0000,+124.352,D.N.,+11.9083,+0.0327,0,F,154.797928,153.624411,158.873903,153.953323,159.787926,0.000000,17.082093,4.770119,5,10,10,0,15,20,315.84,0.00,547,4.74,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
26,268.464314,-34.973269,268.464358,-34.973145,246,33,245.870,33.449,1,+18815.4,1.0000,+272.005,D.N.,+10.2611,+0.0157,0,F,158.211105,154.436749,166.778027,153.850983,168.388014,0.000000,23.251028,10.505561,5,10,10,0,15,20,315.84,0.00,542,3.07,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
27,268.385667,-34.972982,268.385435,-34.972936,478,34,478.684,34.165,1,+6443.41,1.0000,+123.352,D.N.,+11.4246,+0.0208,0,F,154.569160,153.903599,157.491944,153.501648,157.725823,0.000000,8.594134,4.189069,5,10,10,0,15,20,315.84,0.00,542,3.01,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
28,268.539229,-34.971010,268.539014,-34.970398,25,41,25.632,43.202,1,+2497.79,1.0000,+106.325,D.N.,+12.4535,+0.0462,0,F,154.971909,154.681979,157.040265,153.908859,157.170750,0.000000,6.409004,4.198867,5,10,10,0,15,20,315.84,0.00,543,3.23,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
29,268.538888,-34.969621,268.539004,-34.970397,26,46,25.660,43.207,1,+2497.43,1.0000,+106.324,D.N.,+12.4537,+0.0462,0,F,154.971909,154.681979,157.040265,153.915771,157.170750,0.000000,6.409004,4.198867,5,10,10,0,15,20,315.84,0.00,543,5.14,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
30,268.529397,-34.970462,268.529202,-34.970450,54,43,54.577,43.041,1,+6666.58,1.0000,+132.448,D.N.,+11.3876,+0.0216,0,F,155.283035,153.786641,158.436364,153.972504,158.716875,0.000000,9.440875,4.659646,5,10,10,0,15,20,315.84,0.00,539,3.34,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
31,268.410754,-34.969935,268.410796,-34.969771,404,45,403.876,45.591,1,+43231.3,1.0000,+272.988,D.N.,+9.3579,+0.0069,0,F,157.648178,153.837906,162.700963,153.358215,163.575415,0.000000,16.906593,7.933037,5,10,10,0,15,20,315.84,0.00,550,2.98,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
32,268.408720,-34.969379,268.410800,-34.969770,410,47,403.864,45.592,1,+43248.3,1.0000,+273.019,D.N.,+9.3575,+0.0069,0,F,157.648178,153.837906,162.700963,153.304321,163.575415,0.000000,16.906593,7.933037,5,10,10,0,15,20,315.84,0.00,550,7.28,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
33,268.411433,-34.968268,268.410847,-34.969772,402,51,403.725,45.585,1,+43250.8,1.0000,+273.024,D.N.,+9.3574,+0.0069,0,F,157.648178,153.837906,162.700963,153.296494,163.575415,0.000000,16.906593,7.933037,5,10,10,0,15,20,315.84,0.00,550,17.30,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
34,268.458889,-34.969937,268.458994,-34.969850,262,45,261.689,45.313,1,+4633.38,1.0000,+369.998,D.N.,+11.7827,+0.0867,0,F,160.042252,156.055616,175.536136,153.589890,180.361548,0.000000,41.478610,16.315315,5,10,10,0,15,20,315.84,0.00,551,3.01,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
35,268.385330,-34.969926,268.385508,-34.969868,479,45,478.477,45.211,1,+12297.1,1.0000,+147.589,D.N.,+10.7229,+0.0130,0,F,154.765984,154.132982,158.651893,153.426407,159.118902,0.000000,12.193245,4.358983,5,10,10,0,15,20,315.84,0.00,544,3.25,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
36,268.381941,-34.969924,268.382256,-34.969529,489,45,488.070,46.424,1,+8757.17,1.0000,+221.151,D.N.,+11.0915,+0.0274,0,F,156.371178,152.808418,162.202622,153.525055,162.844204,0.000000,14.454212,8.986191,5,10,10,0,15,20,315.84,0.00,550,15.42,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
37,268.451092,-34.969382,268.451150,-34.969474,285,47,284.830,46.671,1,+22599.3,1.0000,+236.485,D.N.,+10.0622,+0.0114,0,F,156.271072,153.567217,160.806180,153.457047,161.285277,0.000000,12.433696,8.173210,5,10,10,0,15,20,315.84,0.00,545,3.04,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
38,268.387704,-34.969649,268.385461,-34.969866,472,46,478.616,45.215,1,+12455.9,1.0000,+157.272,D.N.,+10.7090,+0.0137,0,F,154.980202,154.190122,158.951317,153.348984,159.378070,0.000000,11.666105,4.959450,5,10,10,0,15,20,315.84,0.00,544,17.66,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
39,268.420246,-34.968826,268.420037,-34.968793,376,49,376.615,49.118,1,+4412.27,1.0000,+241.206,D.N.,+11.8357,+0.0594,0,F,157.959412,154.809062,164.210346,153.387650,165.225971,0.000000,18.308435,10.381622,5,10,10,0,15,20,315.84,0.00,545,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
40,268.403297,-34.968544,268.403115,-34.968191,426,50,426.537,51.269,1,+7224.81,1.0000,+149.429,D.N.,+11.3003,+0.0225,0,F,156.018860,153.420453,158.959456,153.190125,159.197616,0.000000,8.712714,5.504240,5,10,10,0,15,20,315.84,0.00,546,16.03,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
41,268.402959,-34.967433,268.403163,-34.968195,427,54,426.396,51.256,1,+7464.86,1.0000,+173.808,D.N.,+11.2648,+0.0253,0,F,156.283524,153.320638,160.284201,153.139908,160.674485,0.000000,11.202341,6.767864,5,10,10,0,15,20,315.84,0.00,552,2.91,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
42,268.424652,-34.968271,268.424617,-34.968058,363,51,363.104,51.767,1,+5039.59,1.0000,+267.631,D.N.,+11.6914,+0.0577,0,F,156.698418,152.380351,164.509125,153.344559,165.667461,0.000000,19.574268,11.572395,5,10,10,0,15,20,315.84,0.00,550,3.21,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
43,268.503972,-34.967977,268.504143,-34.967936,129,52,128.495,52.149,1,+2352.52,1.0000,+175.907,D.N.,+12.5186,+0.0812,0,F,156.177795,153.972853,160.252527,153.823013,160.592293,0.000000,10.450359,7.588016,5,10,10,0,15,20,315.84,0.00,552,3.06,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
44,268.468041,-34.967157,268.468112,-34.966990,235,55,234.788,55.603,1,+47934.8,1.0000,+245.276,D.N.,+9.2458,+0.0056,0,F,157.060684,154.590423,159.226222,153.716568,159.407280,0.000000,7.602454,4.947052,5,10,10,0,15,20,315.84,0.00,543,3.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
45,268.410077,-34.967990,268.410812,-34.969771,406,52,403.828,45.590,1,+43260.7,1.0000,+273.042,D.N.,+9.3572,+0.0069,0,F,157.648178,153.837906,162.700963,153.264999,163.575415,0.000000,16.906593,7.933037,5,10,10,0,15,20,315.84,0.00,550,18.12,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
46,268.537529,-34.967122,268.537428,-34.967152,30,55,30.297,54.893,1,+2979.31,1.0000,+195.202,D.N.,+12.2621,+0.0711,0,F,156.545654,152.680919,161.010547,153.929626,161.439227,0.000000,11.767860,8.388058,5,10,10,0,15,20,315.84,0.00,544,3.80,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
47,268.410755,-34.966601,268.410825,-34.969771,404,57,403.789,45.591,1,+43276.5,1.0000,+273.071,D.N.,+9.3568,+0.0069,0,F,157.648178,153.837906,162.700963,153.215134,163.575415,0.000000,16.906593,7.933037,5,10,10,0,15,20,315.84,0.00,550,5.03,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
48,268.404993,-34.966044,268.405026,-34.966088,421,59,420.903,58.842,1,+10693.4,1.0000,+379.540,D.N.,+10.8746,+0.0385,0,F,157.322235,153.045010,174.115765,153.111465,180.557920,0.000000,47.844234,16.344250,5,10,10,0,15,20,315.84,0.00,544,3.14,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
49,268.529393,-34.966295,268.529417,-34.965871,54,58,53.927,59.524,1,+3475.76,1.0000,+230.452,D.N.,+12.0948,+0.0720,0,F,156.561691,155.569451,165.479305,153.960114,167.440095,0.000000,25.573172,9.971004,5,10,10,0,15,20,315.84,0.00,544,17.41,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
50,268.529053,-34.965184,268.529410,-34.965872,55,62,53.948,59.523,1,+3476.51,1.0000,+230.453,D.N.,+12.0945,+0.0720,0,F,156.561691,155.569451,165.479305,153.957733,167.440095,0.000000,25.573172,9.971004,5,10,10,0,15,20,315.84,0.00,544,4.50,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
51,268.490412,-34.966039,268.490485,-34.965786,169,59,168.783,59.910,1,+5300.86,1.0000,+139.626,D.N.,+11.6365,+0.0286,0,F,155.297623,152.648503,160.273266,154.034576,161.088621,0.000000,16.201946,5.339488,5,10,10,0,15,20,315.84,0.00,548,12.56,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
52,268.515156,-34.966027,268.516457,-34.965226,96,59,92.159,61.878,1,+5846.20,1.0000,+151.350,D.N.,+11.5302,+0.0281,0,F,156.093208,153.656553,167.338344,153.892120,174.526242,0.000000,49.616328,5.853774,5,10,10,0,15,20,315.84,0.00,548,21.87,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
53,268.481259,-34.965487,268.481094,-34.965463,196,61,196.490,61.088,1,+31316.6,1.0000,+195.677,D.N.,+9.7080,+0.0068,0,F,155.386902,154.490294,156.707833,154.132889,156.777033,0.000000,4.661857,3.739881,5,10,10,0,15,20,315.84,0.00,546,3.01,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
54,268.484649,-34.965208,268.484904,-34.965212,186,62,185.249,61.987,1,+10638.0,1.0000,+227.630,D.N.,+10.8802,+0.0232,0,F,157.482529,153.440579,162.063950,154.128220,162.444921,0.000000,11.129017,9.091284,5,10,10,0,15,20,315.84,0.00,547,15.73,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
55,268.516511,-34.965192,268.516446,-34.965216,92,62,92.191,61.914,1,+5845.05,1.0000,+151.346,D.N.,+11.5304,+0.0281,0,F,156.093208,153.656553,167.338344,153.896942,174.526242,0.000000,49.616328,5.853774,5,10,10,0,15,20,315.84,0.00,548,3.01,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
56,268.501936,-34.964923,268.502174,-34.964795,135,63,134.297,63.460,1,+12764.5,1.0000,+143.787,D.N.,+10.6824,+0.0122,0,F,154.944565,153.150049,156.667703,153.833221,156.785920,0.000000,6.092919,3.981920,5,10,10,0,15,20,315.84,0.00,545,3.16,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
57,268.388045,-34.965205,268.385907,-34.964626,471,62,477.311,64.081,1,+6428.17,1.0000,+183.390,D.N.,+11.4272,+0.0310,0,F,156.931183,153.848049,162.919230,153.203598,164.100231,0.000000,19.670157,7.394340,5,10,10,0,15,20,315.84,0.00,549,3.12,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
58,268.542950,-34.964895,268.542886,-34.964895,14,63,14.189,63.000,1,+2716.74,1.0000,+212.750,D.N.,+12.3623,+0.0850,0,F,156.184967,153.692903,162.425354,153.921127,163.091546,0.000000,14.746724,8.627862,5,10,10,0,15,20,307.20,0.00,357,3.39,2,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
59,268.451431,-34.964938,268.452004,-34.964719,284,63,282.309,63.786,1,+2561.85,1.0000,+209.510,D.N.,+12.4260,+0.0888,0,F,157.178955,152.773372,169.345292,153.313019,176.445397,0.000000,49.594827,9.108405,5,10,10,0,15,20,315.84,0.00,547,19.18,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
60,268.423297,-34.964659,268.421710,-34.964665,367,64,371.682,63.981,1,+8136.70,1.0000,+160.902,D.N.,+11.1713,+0.0215,0,F,155.183662,153.372341,160.658127,153.223465,161.576336,0.000000,17.216833,5.971345,5,10,10,0,15,20,315.84,0.00,548,3.00,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
61,268.421264,-34.964659,268.421697,-34.964667,373,64,371.723,63.972,1,+8110.50,1.0000,+160.820,D.N.,+11.1748,+0.0215,0,F,155.183662,153.372341,160.658127,153.221771,161.576336,0.000000,17.216833,5.971345,5,10,10,0,15,20,315.84,0.00,548,2.94,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
62,268.402282,-34.964655,268.402143,-34.964709,429,64,429.411,63.805,1,+6820.18,1.0000,+125.347,D.N.,+11.3629,+0.0200,0,F,154.901871,152.652280,156.860526,153.017563,156.976434,0.000000,6.036799,4.221774,5,10,10,0,15,20,315.84,0.00,545,13.73,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
63,268.386012,-34.964649,268.385913,-34.964627,477,64,477.291,64.079,1,+6418.52,1.0000,+183.364,D.N.,+11.4288,+0.0310,0,F,156.931183,153.848049,162.919230,153.257690,164.100231,0.000000,19.670157,7.394340,5,10,10,0,15,20,315.84,0.00,549,3.09,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
64,268.488716,-34.964095,268.488700,-34.964072,174,66,174.045,66.083,1,+5923.18,1.0000,+155.704,D.N.,+11.5160,+0.0285,0,F,155.401581,152.430417,158.712904,154.049606,158.954028,0.000000,8.760015,6.062061,5,10,10,0,15,20,315.84,0.00,546,4.20,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
65,268.467701,-34.964380,268.467792,-34.964297,236,65,235.732,65.298,1,+30818.6,1.0000,+246.337,D.N.,+9.7254,+0.0087,0,F,157.322968,153.956768,162.210632,153.610397,162.809721,0.000000,13.966842,7.742227,5,10,10,0,15,20,315.84,0.00,547,14.25,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
66,268.452448,-34.964382,268.452005,-34.964721,281,65,282.306,63.779,1,+2568.70,1.0000,+209.527,D.N.,+12.4231,+0.0886,0,F,157.178955,152.773372,169.345292,153.299393,176.445397,0.000000,49.594827,9.108405,5,10,10,0,15,20,315.84,0.00,547,5.04,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
67,268.424992,-34.964382,268.421703,-34.964667,362,65,371.704,63.971,1,+8113.11,1.0000,+160.828,D.N.,+11.1744,+0.0215,0,F,155.183662,153.372341,160.658127,153.215790,161.576336,0.000000,17.216833,5.971345,5,10,10,0,15,20,315.84,0.00,548,14.89,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
68,268.410078,-34.964379,268.410197,-34.964199,406,65,405.650,65.649,1,+10127.9,1.0000,+368.294,D.N.,+10.9336,+0.0395,0,F,157.603195,153.960460,176.329427,153.110672,184.918211,0.000000,55.752577,15.877580,5,10,10,0,15,20,315.84,0.00,548,3.21,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
69,268.512442,-34.963806,268.513363,-34.961615,104,67,101.279,74.886,1,+31138.6,1.0000,+249.438,D.N.,+9.7142,+0.0087,0,F,156.610374,153.823480,161.313159,153.862732,161.930417,0.000000,14.138223,7.901081,5,10,10,0,15,20,315.84,0.00,548,11.49,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
70,268.431432,-34.963271,268.431290,-34.963162,343,69,343.421,69.393,1,+12591.0,1.0000,+255.626,D.N.,+10.6972,+0.0220,0,F,157.836830,154.600727,165.861851,153.212250,167.393395,0.000000,22.612565,10.293558,5,10,10,0,15,20,315.84,0.00,548,16.55,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
71,268.426348,-34.963271,268.425778,-34.963704,358,69,359.682,67.442,1,+12954.4,1.0000,+259.836,D.N.,+10.6664,+0.0218,0,F,159.012672,154.343425,165.577158,153.207169,166.845582,0.000000,20.552954,10.468357,5,10,10,0,15,20,315.84,0.00,548,11.72,0,/home/karoki/Documents/etlabs/stellar_clusters_project/data/m7_data/aJ_asky_980815s0140221.fits
